offer_id,property_type,area,condition,price_m2,built_in,house_area,land_area,built_up_area,terrain,energy_certificate,electricity,water,location_district,location_city,location_area,agency,office_city
Juu-17oAoC1,house,180,"partially renovated",883.33,1970,180,230,100,flat,"not available",on-site,"public water","okres Žilina",Žilina,"Považský Chlmec","R2 SK, s.r.o.",Žilina
JuHTrpBIwLH,house,50,unrenovated,656.00,1920,50,172,55,flat,"not available",NULL,NULL,"okres Čadca","Zborov nad Bystricou","Zborov nad Bystricou","HOLESTIAK.sk reality s.r.o.",Čadca
JugRw5WlFvo,house,132,"new construction",2651.52,2025,132,500,150,"gently sloped",A,on-site,"public water","okres Martin","Košťany nad Turcom","Košťany nad Turcom","CPM Real Estate",Bratislava
JufGT_MaCUz,house,260,unrenovated,653.85,1965,260,1237,200,NULL,"not available",NULL,NULL,"okres Kysucké Nové Mesto",Rudinská,Rudinská,"BR ACADEMY, s. r. o.","Kysucké Nové Mesto"
Juoz04a647Q,house,160,"partially renovated",1625.00,1964,160,456,199,flat,"not available",NULL,"public water","okres Žilina",Žilina,Budatín,"ŽILINAREAL, s.r.o.",Žilina
Ju1Kl-Z5Rmy,house,80,unrenovated,900.00,1960,80,NULL,98,"gently sloped","not available",on-site,well,"okres Čadca",Svrčinovec,Svrčinovec,"1. Reality Rent, s.r.o.",Žilina
JuyNnLnMYyC,house,180,"partially renovated",NULL,1980,180,300,90,flat,"not available",NULL,"public water","okres Čadca",Oščadnica,Oščadnica,"SLNOVRAT, s.r.o.",Olešná
JuF46fUq-Yw,house,90,unrenovated,NULL,1930,90,1648,70,flat,"not available",NULL,"public water","okres Martin",Blatnica,Blatnica,"YNI reality",Žilina
JuKQcfqPzaF,house,112,unrenovated,1598.21,1980,112,296,176,"gently sloped","not available",NULL,"public water","okres Ružomberok",Ľubochňa,Ľubochňa,"IVANING, s. r. o.",Ružomberok
JuytovsywXn,house,91,"new construction",1546.96,2025,91,577,110,NULL,"not available",NULL,NULL,"okres Žilina",Bitarová,Bitarová,"Bosen Group s.r.o.",Bratislava
JucRk_dUu__,house,170,"new construction",1994.12,2025,170,510,100,NULL,A,NULL,NULL,"okres Liptovský Mikuláš",Ižipovce,Ižipovce,"PT-com s. r. o.","Banská Bystrica"
JuWBhReJsOQ,house,460,"fully renovated",2369.57,2025,460,1014,NULL,other,"not available","not available","not available","okres Ružomberok",Ružomberok,"Staré mesto","Reality Alpia",Martin
JupxniZ3HTo,house,85,"partially renovated",1047.06,1975,85,388,85,flat,NULL,on-site,well,"okres Turčianske Teplice",Brieštie,Brieštie,"B10 Slovensko, a. s.",Žilina
JuX6zPqRWEF,house,200,unrenovated,NULL,1955,200,1280,200,flat,"not available",on-site,"public water","okres Martin",Vrútky,"Dolné Vrútky","Reality Center, s.r.o.",Martin
JuMM6zZvZxw,house,1,"partially renovated",NULL,1964,1,910,1,flat,"not available",on-site,"public water","okres Bytča",Bytča,"Hliník nad Váhom","TOCA, s.r.o. Realitná činnosť",Bytča
JuBhi6vWwWF,house,135,"partially renovated",1666.67,1989,135,1076,139,NULL,NULL,NULL,NULL,"okres Ružomberok",Hubová,Hubová,"RESIDENCE realitná kancelária","Liptovský Mikuláš"
JusY0XVc742,house,116,"new construction",2682.59,2022,116,518,145,sloped,A,on-site,"public water","okres Žilina",Varín,Varín,"R2 SK, s.r.o.",Žilina
Ju0x3Q-Isx2,house,462,"partially renovated",NULL,2025,462,462,NULL,flat,"not available","not available",well,"okres Martin",Martin,Jahodníky,"Reality Alpia",Martin
JusBzzX4MYn,house,240,unrenovated,937.08,2024,240,805,120,NULL,"not available",NULL,NULL,"okres Martin",Martin,Stráne,"Financie a reality od A po Z",Martin
JuyGuuau4bp,house,140,"new construction",2213.57,2021,140,1630,80,NULL,B,NULL,NULL,"okres Čadca",Skalité,Skalité,"HOLESTIAK.sk reality s.r.o.",Čadca
JuZg89p6Hy7,house,230,"fully renovated",1608.65,1972,230,781,111,flat,"not available",NULL,NULL,"okres Žilina",Terchová,Terchová,"TARGETreal s. r. o.",Žilina
Ju90ROUj5tm,house,115,"fully renovated",1826.09,1970,115,764,321,flat,"not available",NULL,NULL,"okres Liptovský Mikuláš",Ľubeľa,Ľubeľa,"OVERENÉ REALITY","Banská Bystrica"
JufpZ_mPYDs,house,683,"fully renovated",NULL,1950,683,10237,312,sloped,"not available",NULL,NULL,"okres Ružomberok",Ľubochňa,Ľubochňa,"ARBIZ real estate & finance s. r. o.",Ružomberok
JuGmzsgn_AA,house,500,unrenovated,998.00,2010,500,1347,500,flat,"not available",NULL,well,"okres Kysucké Nové Mesto","Kysucké Nové Mesto",Oškerda,"WFG reality, s.r.o.",Žilina
JuZvI3pSm0g,house,230,"partially renovated",821.74,1990,230,872,103,flat,"not available",NULL,NULL,"okres Žilina","Lietavská Svinná-Babkov","Lietavská Svinná-Babkov","RIEŠIME BÝVANIE",Bratislava
Ju4QNdSEtTJo,house,104,"under construction",1612.47,2024,104,293,65,NULL,A,NULL,NULL,"okres Bytča",Bytča,"Bytča - sever","ADH-REAL s.r.o. Hirjaková Adriana",Ovčiarsko
JuTyI-EzXJs,house,100,unrenovated,NULL,1942,100,649,80,flat,"not available",NULL,"public water","okres Žilina",Žilina,"Staré mesto","BR ACADEMY, s. r. o.","Kysucké Nové Mesto"
JuRjgYMudUi,house,300,"partially renovated",933.33,2004,300,1655,200,flat,"not available",NULL,NULL,"okres Bytča",Kotešová,Kotešová,"TARGETreal s. r. o.",Žilina
JuQMRIcKumi,house,194,"under construction",1545.88,2026,194,414,124,flat,A,on-site,"public water","okres Liptovský Mikuláš",Ľubeľa,Ľubeľa,"ARBIZ real estate & finance s. r. o.",Ružomberok
JuemrlNxbW5,house,360,unrenovated,444.44,2025,360,360,NULL,flat,"not available","not available",well,"okres Ružomberok",Ružomberok,Polík,"Reality Alpia",Martin
Ju73dWwYIf4,house,300,"fully renovated",733.33,2002,300,717,591,NULL,"not available",NULL,NULL,"okres Ružomberok","Liptovské Sliače","Liptovské Sliače","AstonReal s.r.o.","Banská Bystrica"
JuL77Ktof8v,house,1236,"new construction",314.72,2025,1236,NULL,NULL,other,"not available","not available","not available","okres Ružomberok","Liptovská Štiavnica","Liptovská Štiavnica","Reality Alpia",Martin
Ju11dVJkRkl,house,461,unrenovated,NULL,2000,461,900,275,flat,"not available",NULL,NULL,"okres Žilina",Žilina,Závodie,NajlepšíMakléri.sk,Bratislava
Ju6OXC5e_2f,house,186,"partially renovated",NULL,2025,186,NULL,186,"gently sloped","not available",NULL,"not available","okres Liptovský Mikuláš",Jakubovany,Jakubovany,"Reality Alpia",Martin
JufFtzCmoZI,house,103,"fully renovated",1552.91,2023,103,175,NULL,other,"not available","not available","not available","okres Žilina",Rosina,Rosina,"MGM reality",Žilina
Ju_rwk44XIO,house,220,unrenovated,1043.18,1975,220,292,NULL,other,"not available","not available","not available","okres Žilina",Žilina,Závodie,"MGM reality",Žilina
JuaEOE3NvBE,house,160,"new construction",2062.50,2024,160,560,100,flat,"not available",on-site,"public water","okres Martin",Rakovo,Rakovo,"Reality MT s.r.o.",Martin
Juidd703LOU,house,200,unrenovated,745.00,1970,200,1362,300,sloped,"not available",NULL,NULL,"okres Žilina",Lysica,Lysica,"Realitná kancelária RED, s.r.o.",Žilina
Ju-OE670leB,house,1,unrenovated,NULL,1925,1,342,1,flat,"not available",on-site,"public water","okres Bytča",Predmier,Predmier,"TOCA, s.r.o. Realitná činnosť",Bytča
JukIEPbTzbs,house,105,unrenovated,NULL,1968,105,280,75,flat,"not available",NULL,"public water","okres Žilina",Hôrky,Hôrky,"K&B Partners, s.r.o.",Trenčín
Ju9pzA6kp29,house,200,"partially renovated",630.00,1965,200,1050,120,flat,NULL,on-site,well,"okres Čadca",Makov,Makov,"B10 Slovensko, a. s.",Žilina
Juk1Q-owy0o,house,100,"partially renovated",2079.90,1970,100,1047,120,flat,"not available",on-site,"public water","okres Liptovský Mikuláš","Liptovský Mikuláš",Okoličné,jabyvam.sk,"Liptovský Mikuláš"
Ju9iqAyYgBP,house,200,"partially renovated",NULL,1973,200,1044,103,flat,"not available",on-site,"public water","okres Martin",Martin,Priekopa,"Like Reality s.r.o.","Považská Bystrica"
JuRU-kTFsF-J,house,100,unrenovated,1150.00,2012,100,704,100,NULL,NULL,NULL,NULL,"okres Turčianske Teplice","Horná Štubňa","Horná Štubňa","Romantické Chalupy, s.r.o.",Bratislava
JuO6fvSVJ1V,house,420,unrenovated,218.26,1971,420,1016,456,"gently sloped","not available",NULL,well,"okres Čadca",Klokočov,Klokočov,"MG real, s.r.o.",Topoľčany
JuGR3fH9qik,house,97,"new construction",1443.30,2025,97,574,111,sloped,"not available",on-site,"public water","okres Žilina",Bitarová,Bitarová,"TOCA, s.r.o. Realitná činnosť",Bytča
Juo44m6iiNj,house,250,unrenovated,2360.00,1970,250,444,180,flat,"not available",NULL,"public water","okres Žilina",Žilina,"Staré mesto","RIEŠIME BÝVANIE",Bratislava
JuTTJWsaBgO,house,240,"partially renovated",532.92,1978,240,1090,144,"mostly flat","not available",on-site,"public water","okres Čadca","Zborov nad Bystricou","Zborov nad Bystricou","ETHOS reality, s. r. o.","Krásno nad Kysucou"
Ju56OOXxa00,house,151,"under construction",1493.53,2025,151,412,NULL,sloped,NULL,NULL,NULL,"okres Dolný Kubín",Párnica,Párnica,"FINREA - ak vám záleží na výsledku","Dolný Kubín"
JusG-CBmKRn,house,103,unrenovated,2203.88,1970,103,2176,123,"gently sloped","not available",on-site,"public water","okres Liptovský Mikuláš",Trstené,Trstené,"WFG reality, s.r.o.",Žilina
JuWpJ-Sbi1l,house,200,unrenovated,645.00,1990,200,353,120,flat,"not available",NULL,NULL,"okres Čadca",Turzovka,Stred,"1. Reality Rent, s.r.o.",Žilina
Ju9ruJn5dvg,house,106,"new construction",NULL,2023,106,600,132,NULL,A,NULL,NULL,"okres Martin",Slovany,Slovany,"Buby reality, s.r.o.",Žilina
Ju2peJN838G,house,126,unrenovated,1230.16,1950,126,1515,297,sloped,"not available",NULL,well,"okres Žilina",Svederník,Svederník,"Reality IQ, s.r.o.",Žilina
Juc0OLvyRFq,house,124,"new construction",1330.65,2025,124,665,145,flat,"not available",on-site,well,"okres Bytča",Bytča,"Hliník nad Váhom","TOCA, s.r.o. Realitná činnosť",Bytča
JuG7o38qa_3q,house,140,unrenovated,1142.86,1960,140,794,166,flat,"not available",NULL,"public water","okres Martin","Turčiansky Peter","Turčiansky Peter","Realitná kancelária DR, s.r.o.",Martin
JumEIr24W_g,house,100,unrenovated,890.00,1935,100,2348,100,flat,"not available",on-site,"public water","okres Turčianske Teplice","Slovenské Pravno","Slovenské Pravno","Ing.Zuzana Paverová","Turčianske Teplice"
Juq9Pjjnp8z,house,135,"new construction",2881.48,2014,135,1236,150,flat,B,on-site,"public water","okres Ružomberok","Liptovská Štiavnica","Liptovská Štiavnica","ALT REAL, s.r.o.",Martin
JuYcAohEk_m,house,150,unrenovated,153.33,1945,150,NULL,100,flat,"not available",on-site,well,"okres Čadca",Svrčinovec,Svrčinovec,"PhDr. Miloš Kocúr - BKM Consulting",Skalité
JuT5ppNKCia,house,270,unrenovated,407.41,1970,270,877,115,NULL,"not available",NULL,NULL,"okres Čadca",Raková,Raková,"TRI LIPY, s. r. o.",Čadca
Ju-75DBwgfk,house,90,unrenovated,888.89,2025,90,642,100,flat,"not available",NULL,well,"okres Martin",Sučany,Sučany,"Reality D.P.A.",Martin
JureCrsruRg,house,536,"partially renovated",NULL,1950,536,536,NULL,flat,"not available",NULL,well,"okres Liptovský Mikuláš","Liptovský Hrádok",Prekážka,"TUreality s.r.o.",Žilina
JutHib1B1xR,house,850,"partially renovated",270.59,1980,850,NULL,NULL,NULL,"not available",NULL,NULL,"okres Kysucké Nové Mesto","Kysucký Lieskovec","Kysucký Lieskovec","TUreality s.r.o.",Žilina
Juw8ClGcgML,house,280,"partially renovated",1246.44,1966,280,NULL,110,flat,"not available",on-site,"public water","okres Ružomberok",Stankovany,Stankovany,"NajBývanie, s.r.o.",Ružomberok
Juue_okjXNw,house,104,"new construction",1201.92,2024,104,293,65,NULL,"not available",NULL,NULL,"okres Bytča",Bytča,"Bytča - sever","ADH-REAL s.r.o. Hirjaková Adriana",Ovčiarsko
JugpipVmZe_,house,110,unrenovated,1454.55,1973,110,1515,110,sloped,"not available",NULL,well,"okres Kysucké Nové Mesto","Kysucké Nové Mesto","Budatínska Lehota","1. Reality Rent, s.r.o.",Žilina
JujzuFjr_sw,house,170,unrenovated,1352.94,1971,170,800,NULL,"gently sloped","not available",NULL,NULL,"okres Liptovský Mikuláš","Svätý Kríž","Svätý Kríž","RESIDENCE realitná kancelária","Liptovský Mikuláš"
JuXTh3yHj3W,house,200,unrenovated,712.50,1960,200,600,210,flat,"not available",on-site,"public water","okres Martin","Košťany nad Turcom","Košťany nad Turcom","Reality MT s.r.o.",Martin
JuucJQK8h5P,house,150,"partially renovated",566.67,1970,150,367,116,flat,"not available",NULL,well,"okres Liptovský Mikuláš","Nižná Boca","Nižná Boca","HALO reality, s.r.o.",Prievidza
JupsrE6Y27i,house,711,unrenovated,351.62,2025,711,NULL,NULL,"gently sloped","not available","not available",well,"okres Martin",Martin,Stráne,"Reality Alpia",Martin
Juf1-SHsN6y,house,130,"new construction",492.31,2025,130,NULL,111,NULL,A,NULL,NULL,"okres Ružomberok",Ružomberok,"Staré mesto","OVERENÉ REALITY","Banská Bystrica"
Juxato9q4rN,house,460,"new construction",NULL,2009,460,1293,479,"mostly flat","not available",NULL,NULL,"okres Žilina",Kľače,Kľače,"Realitná kancelária RED, s.r.o.",Žilina
JuDQ5AS8LzC,house,80,"new construction",1625.00,2022,80,417,80,NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Liptovský Ondrej","Liptovský Ondrej","Romantické Chalupy, s.r.o.",Bratislava
JuWdcFlgLA9,house,103,"new construction",3194.17,2025,103,404,120,"mostly flat",NULL,NULL,NULL,"okres Žilina",Turie,Turie,"Realitná kancelária RED, s.r.o.",Žilina
JuQ3jpCSPOt,house,84,unrenovated,1011.90,1960,84,688,197,flat,"not available",on-site,"public water","okres Ružomberok",Ludrová,Ludrová,"NajBývanie, s.r.o.",Ružomberok
Juyxeic3AFZ,house,75,"partially renovated",933.33,1935,75,810,100,NULL,"not available",NULL,NULL,"okres Čadca",Turzovka,Hlinené,"HOLESTIAK.sk reality s.r.o.",Čadca
Ju5nlLB7ljN,house,291,"partially renovated",869.42,1995,291,857,100,"mostly flat",NULL,NULL,NULL,"okres Žilina",Žilina,Bytčica,"Realitná kancelária RED, s.r.o.",Žilina
JudSeGPXKHG,house,160,"fully renovated",1056.25,1969,160,508,110,flat,B,NULL,NULL,"okres Čadca","Vysoká nad Kysucou","Vysoká nad Kysucou","Ing. Marcela Pišteková",Turzovka
JuU3IYp6uhY,house,87,unrenovated,1839.08,1952,87,491,117,flat,"not available",on-site,"public water","okres Martin",Vrútky,"Dolné Vrútky","Ing.Zuzana Paverová","Turčianske Teplice"
Ju8g_PgmzSw,house,60,unrenovated,533.33,1980,60,NULL,80,"gently sloped","not available",on-site,well,"okres Čadca",Svrčinovec,Svrčinovec,"JPE. Reality - Jozef Pajer",Čadca
JuWoB6KY-Fv,house,178,"under construction",2584.27,2025,178,774,248,NULL,A,NULL,NULL,"okres Žilina","Teplička nad Váhom","Teplička nad Váhom","TARGETreal s. r. o.",Žilina
Jujja8Oem9Ja,house,400,"partially renovated",194.50,2021,400,400,NULL,other,"not available","not available","not available","okres Námestovo",Zubrohlava,Zubrohlava,"MGM reality",Žilina
JutFPWQnH3V,house,494,"partially renovated",475.71,1991,494,490,108,flat,"not available",NULL,well,"okres Liptovský Mikuláš",Bobrovec,Bobrovec,"Reality Alpia",Martin
JuTPpgXbJM9,house,166,"fully renovated",2228.92,2010,166,642,149,"gently sloped","not available",NULL,"public water","okres Žilina",Višňové,Višňové,"ŽILINAREAL, s.r.o.",Žilina
Ju_GJzZVy3l,house,90,"fully renovated",3155.56,1950,90,978,267,"gently sloped","not available",NULL,NULL,"okres Čadca",Čadca,Husárikovci,"1. Reality Rent, s.r.o.",Žilina
Ju2MLh38AzW,house,340,"partially renovated",735.29,2013,340,NULL,220,flat,"not available",NULL,NULL,"okres Liptovský Mikuláš","Liptovský Mikuláš","Vrbica - Nábrežie","OVERENÉ REALITY","Banská Bystrica"
JujrHGAONfL,house,200,"new construction",1649.50,2018,200,1039,155,NULL,A,NULL,NULL,"okres Martin",Martin,Sever,"Buby reality, s.r.o.",Žilina
JuiBk9pN0nv,house,220,"partially renovated",718.18,1957,220,1120,NULL,NULL,"not available",NULL,NULL,"okres Čadca",Čadca,Milošová,"HOLESTIAK.sk reality s.r.o.",Čadca
JuqlrZXWQYv,house,240,"partially renovated",833.33,1985,240,764,240,"gently sloped","not available",NULL,"public water","okres Čadca",Podvysoká,Podvysoká,"Real Global",Bratislava
JuLD_F55WFh,house,130,"partially renovated",768.46,1975,130,956,150,"mostly flat",A,on-site,well,"okres Čadca",Raková,Raková,"JPE. Reality - Jozef Pajer",Čadca
JuQ_edW4pqG,house,190,"partially renovated",1000.00,1981,190,594,130,"gently sloped","not available",NULL,"public water","okres Žilina",Rajec,Rajec,"StorkReal s. r. o.","Rajecká Lesná"
JuFh6vU7_2A,house,188,unrenovated,2920.21,2012,188,725,225,flat,A,NULL,NULL,"okres Žilina","Teplička nad Váhom","Teplička nad Váhom","TARGETreal s. r. o.",Žilina
