offer_id,offer_type,property_type,area,condition,location_district,location_city,location_area,built_in
JuY-SPBwd8P,sale,house,113,"new construction","okres Liptovský Mikuláš",Smrečany,Smrečany,2020
JuLWBKzZeJE,sale,house,130,"new construction","okres Martin",Necpaly,Necpaly,2025
JuD8rezKquD,sale,house,200,"fully renovated","okres Turčianske Teplice","Turčianske Teplice",Diviaky,1981
JubU0eKdiVr,sale,house,131,"new construction","okres Bytča",Bytča,"Hliník nad Váhom",2025
Jupwy58HyS3,sale,house,120,"new construction","okres Liptovský Mikuláš","Liptovské Kľačany","Liptovské Kľačany",2025
Jux_9WVvE-Q,sale,house,100,unrenovated,"okres Turčianske Teplice","Horná Štubňa","Horná Štubňa",1930
JupBKdvb5-A,sale,house,582,"partially renovated","okres Liptovský Mikuláš","Liptovský Trnovec","Liptovský Trnovec",1980
JuoQ_50mfjv,sale,house,300,unrenovated,"okres Žilina",Stránske,Stránske,1970
JuiW01vp_No,sale,house,220,"new construction","okres Čadca",Čadca,Čadečka,2008
JugGPssQETW,sale,house,547,"fully renovated","okres Dolný Kubín",Zázrivá,Zázrivá,2025
JuVBGZswzO8,sale,house,865,unrenovated,"okres Žilina","Rajecké Teplice","Rajecké Teplice",2025
Ju6igj_0jNC,sale,house,120,"fully renovated","okres Dolný Kubín","Oravský Podzámok","Oravský Podzámok",1980
Jun0rUiHHId,sale,house,200,"new construction","okres Martin","Turčiansky Peter","Turčiansky Peter",2024
JuRC_sngF0m,sale,house,178,"fully renovated","okres Žilina",Terchová,Terchová,2020
Jupi9oHSOxK,sale,house,154,unrenovated,"okres Turčianske Teplice",Háj,Háj,1935
JuhlHrJa9hV,sale,house,280,"fully renovated","okres Martin",Martin,Stráne,1972
Jufj_0Gj-0k,sale,house,140,"partially renovated","okres Liptovský Mikuláš",Ľubeľa,Ľubeľa,1965
JuqStupTj78,sale,house,111,"partially renovated","okres Žilina",Žilina,"Staré mesto",1966
Juk3KAL7-tq,sale,house,250,unrenovated,"okres Martin",Podhradie,Podhradie,1995
JudpEUux9d7,sale,house,120,unrenovated,"okres Liptovský Mikuláš","Závažná Poruba","Závažná Poruba",1960
Ju3LCu23qXh,sale,house,133,"fully renovated","okres Ružomberok",Ružomberok,"Staré mesto",1957
Juwr4hT_Hw4,sale,house,250,"partially renovated","okres Martin",Martin,Priekopa,1977
JuLejb12kjD,sale,house,170,unrenovated,"okres Kysucké Nové Mesto",Povina,Povina,1978
Ju3CARY9OXA,sale,house,210,"partially renovated","okres Čadca",Čadca,Centrum,1974
JuuOm3BAvYEs,sale,house,810,"partially renovated","okres Martin",NULL,NULL,1900
JuiyrWA4fnU,sale,house,200,"partially renovated","okres Čadca",Turzovka,Závodie,1971
JuwmzGWznze,sale,house,95,"under construction","okres Liptovský Mikuláš",Dúbrava,Dúbrava,1900
JuZLXRA74dF,sale,house,455,"partially renovated","okres Martin",Ležiachov,Ležiachov,1970
JuuVW7D3CC4,rent,house,180,"new construction","okres Liptovský Mikuláš","Liptovský Mikuláš","Liptovská Ondrašová",2023
JucFteCcorV,sale,house,233,"partially renovated","okres Čadca",Raková,Raková,1960
JutrNWqo1mF,sale,house,86,"new construction","okres Martin",Žabokreky,Žabokreky,2015
Ju91riyeIY0,sale,house,140,"new construction","okres Liptovský Mikuláš","Svätý Kríž","Svätý Kríž",2023
JuJVlSLNzUp,sale,house,370,"fully renovated","okres Turčianske Teplice","Horná Štubňa","Horná Štubňa",2000
JuDis4x18zz,sale,house,180,"new construction","okres Liptovský Mikuláš",Ižipovce,Ižipovce,2025
JuDZksNmp-x,sale,house,1000,"partially renovated","okres Ružomberok","Liptovská Teplá","Liptovská Teplá",2008
Ju-NcnxkRbA,sale,house,72,"partially renovated","okres Ružomberok",Stankovany,Stankovany,1976
JuCQvl5wSHc,sale,house,130,"partially renovated","okres Čadca",Korňa,Korňa,1957
JuMul7PwvM2d,sale,house,126,"new construction","okres Žilina",Višňové,Višňové,2025
Ju8Q97pjRsq,sale,house,280,"fully renovated","okres Ružomberok",Ivachnová,Ivachnová,1989
Ju2NkOjuxZI,sale,house,130,"new construction","okres Žilina","Rajecké Teplice","Rajecké Teplice",2016
JuJ5uCQt9op,sale,house,230,"partially renovated","okres Žilina","Lietavská Svinná-Babkov","Lietavská Svinná-Babkov",1990
JurLHZvtaEy,sale,house,97,"fully renovated","okres Martin",Martin,Stred,1965
Juxivp9KfQ0,sale,house,123,"new construction","okres Žilina",Rosina,Rosina,2025
Jud93oHCOHE,sale,house,155,"fully renovated","okres Martin",Bystrička,Bystrička,2025
JuJsyjovPfc,sale,house,90,"partially renovated","okres Čadca","Dlhá nad Kysucou","Dlhá nad Kysucou",1972
JuOaEJ-u0ZG,sale,house,60,unrenovated,"okres Čadca",Svrčinovec,Svrčinovec,1965
Ju02FWXcSxg,sale,house,150,unrenovated,"okres Turčianske Teplice",Mošovce,Mošovce,1935
JuNBS73Ff1Z,sale,house,212000,"fully renovated","okres Martin",Turany,Turany,1970
Juet0DuhtSi,sale,house,65,"under construction","okres Liptovský Mikuláš",Prosiek,Prosiek,2025
JutC2YgCUCh,sale,house,138,"fully renovated","okres Martin",Bystrička,Bystrička,1979
JuxTlJngqfx,sale,house,184,"new construction","okres Žilina",Hôrky,Hôrky,2020
JuTG5fkPlv9,sale,house,228,"under construction","okres Turčianske Teplice",Abramová,Abramová,2010
JunogbuFikZ,sale,house,175,"partially renovated","okres Ružomberok",Stankovany,Stankovany,1970
JuQYvnGYftR,sale,house,181,"partially renovated","okres Martin",Martin,Stráne,1980
JuE2xdPeLMB,sale,house,350,"partially renovated","okres Žilina",Žilina,Budatín,1982
JuQBGbl9GCs,sale,house,180,"partially renovated","okres Bytča",Kolárovice,Kolárovice,1970
Ju_uHTH2LKy,sale,house,160,unrenovated,"okres Bytča","Veľké Rovné","Veľké Rovné",1950
JucgDISpkFu,sale,house,112,"new construction","okres Ružomberok","Liptovská Štiavnica","Liptovská Štiavnica",2016
Juf5RoOgfBW,sale,house,160,"partially renovated","okres Bytča",Bytča,"Hliník nad Váhom",1964
JuZFa40Foop,sale,house,100,"partially renovated","okres Kysucké Nové Mesto",NULL,NULL,1962
Juako0agoSO,sale,house,367,"fully renovated","okres Žilina",Stránske,Stránske,1970
Jubj0GQo0yb,sale,house,220,"fully renovated","okres Čadca",Zákopčie,Zákopčie,1990
JufilbyD1c1,sale,house,160,"partially renovated","okres Ružomberok",Ružomberok,"Biely Potok",1993
JutiSbVRe_4,sale,house,270,"partially renovated","okres Žilina",Žilina,Bôrik,1960
JuNs-c1_Jug,sale,house,130,"fully renovated","okres Čadca",Staškov,Staškov,1990
JunPSVDxWEH,sale,house,1481,unrenovated,"okres Martin",Martin,"Kolónia Hviezda",2025
Jujj9R6pdLi,sale,house,150,"partially renovated","okres Žilina",Konská,Konská,1960
JuX1WyelwxA,sale,house,650,unrenovated,"okres Žilina","Malá Čierna","Malá Čierna",2025
JuiwpIv6ZO8n,sale,house,200,"new construction","okres Turčianske Teplice","Turčianske Teplice","Turčiansky Michal",2010
JuzAGRifcCv,sale,house,200,"new construction","okres Čadca","Krásno nad Kysucou",Stred,2013
JuWLq7Wh8lf,sale,house,170,"fully renovated","okres Martin","Kláštor pod Znievom","Kláštor pod Znievom",2020
Ju9fCSXKuI8,sale,house,200,unrenovated,"okres Liptovský Mikuláš",Važec,Važec,1900
JuzfaiaPF1e,sale,house,95,"fully renovated","okres Martin",Martin,Jahodníky,1995
Ju_jNWgq4Ah,sale,house,200,unrenovated,"okres Liptovský Mikuláš","Kráľova Lehota","Kráľova Lehota",1979
JukqbzsVg5j,sale,house,227,"partially renovated","okres Martin",Belá-Dulice,Belá-Dulice,1957
Ju7p-ibu19t,sale,house,285,"partially renovated","okres Liptovský Mikuláš","Liptovská Porúbka","Liptovská Porúbka",1985
JuHbG5bC-AQ,sale,house,240,"fully renovated","okres Martin",Martin,Stráne,1940
JuMpX9TQAHl,sale,house,250,"new construction","okres Dolný Kubín","Dolný Kubín",Brezovec,2007
JuTNxy0mSKf,sale,house,200,"fully renovated","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Suľkov,1970
Juwnal8LZ_c,sale,house,200,"new construction","okres Žilina",Žilina,"Žilinská Lehota",2024
JukKOW5g8ic,sale,house,100,"fully renovated","okres Ružomberok",Kalameny,Kalameny,1975
JufvMyqhmxo,sale,house,238,unrenovated,"okres Martin",Vrícko,Vrícko,1995
JuUuFP8LBad,sale,house,130,"partially renovated","okres Dolný Kubín",Malatiná,Malatiná,1967
JuGlgzti-Xv,sale,house,150,unrenovated,"okres Čadca",Staškov,Staškov,1970
JuLLKbrzsGT,sale,house,200,"partially renovated","okres Žilina",Žilina,Budatín,1975
JuHzzpFEcq7,sale,house,450,"partially renovated","okres Žilina",Terchová,Terchová,2022
JuAHn1RYaaM,sale,house,120,"new construction","okres Čadca",Korňa,Korňa,1980
JuUyDXLqSR7,sale,house,280,"partially renovated","okres Tvrdošín",Nižná,Nižná,1970
JuxqHjwv5kQ,sale,house,130,"under construction","okres Martin","Kláštor pod Znievom","Kláštor pod Znievom",2025
JukjLL6Pznq,sale,house,200,"fully renovated","okres Bytča","Hlboké nad Váhom","Hlboké nad Váhom",2023
JuEdQgaYA3w,sale,house,203,"fully renovated","okres Martin",Príbovce,Príbovce,1970
JucVvBL8mQZ,sale,house,84,"new construction","okres Žilina",Brezany,Brezany,2024
Juzanri8hki,sale,house,160,"partially renovated","okres Bytča",Bytča,"Hliník nad Váhom",1964
JuNKxzZQlzf,sale,house,200,"partially renovated","okres Žilina",Višňové,Višňové,1980
JuLre6AewXY,sale,house,90,"new construction","okres Ružomberok",Ivachnová,Ivachnová,2022
JuJF0aEq48e,sale,house,664,unrenovated,"okres Žilina",Hôrky,Hôrky,1958
Ju2bCMkIGvc,sale,house,100,unrenovated,"okres Bytča",Štiavnik,Štiavnik,1956
JuHinPus21r,sale,house,120,unrenovated,"okres Ružomberok",Lisková,Lisková,1932
Ju3sdsvW1qf,sale,house,250,"new construction","okres Ružomberok",Ružomberok,"Staré mesto",2025
JujgFHysqby,sale,house,70,"partially renovated","okres Martin","Turčianske Kľačany","Turčianske Kľačany",1961
Juec3rJbHzE,sale,house,126,"new construction","okres Liptovský Mikuláš","Liptovská Sielnica","Liptovská Sielnica",2022
JuVTTY5wrme,sale,house,100,unrenovated,"okres Turčianske Teplice","Turčianske Teplice",Diviaky,1961
JufEAKik-mc,sale,house,138,"fully renovated","okres Martin",Podhradie,Podhradie,1980
Ju8UQkGga6F,sale,house,1252,unrenovated,"okres Ružomberok",Lisková,Lisková,1941
JuMmB0vZcwg,sale,house,160,unrenovated,"okres Žilina",Žilina,Bôrik,1995
Juu4bOArZvB,sale,house,90,unrenovated,"okres Ružomberok",Lúčky,Lúčky,1920
JuG-JRPmhAG,sale,house,100,"new construction","okres Žilina",NULL,NULL,2023
Ju6-BxY4Q9v,sale,house,80,"new construction","okres Martin",Blatnica,Blatnica,2020
Ju4_CW18xww,sale,house,150,unrenovated,"okres Žilina","Paština Závada","Paština Závada",1970
JujfdD-5RPO,sale,house,147,"new construction","okres Ružomberok",Komjatná,Komjatná,2024
JuJ5z8J0t7V,sale,house,175,"new construction","okres Žilina",Žilina,Budatín,2022
Ju7pKhqP4zK,sale,house,464,"partially renovated","okres Martin",Sučany,Sučany,1937
JuRty8qQQ_7,sale,house,220,unrenovated,"okres Tvrdošín",Tvrdošín,Tvrdošín,1980
Juv0ePbKA7G,sale,house,100,unrenovated,"okres Dolný Kubín",Kraľovany,Kraľovany,1930
JuKz9mvEvI_,sale,house,200,"partially renovated","okres Liptovský Mikuláš",Važec,Važec,1928
JunAaEjMO5H,sale,house,260,"partially renovated","okres Liptovský Mikuláš",Važec,Važec,2006
JuVJGPaHJOp,sale,house,386,unrenovated,"okres Čadca",Zákopčie,Zákopčie,2002
JuqydMjWuh4,sale,house,100,unrenovated,"okres Žilina",Lysica,Lysica,1900
JunkMQWQbHn,sale,house,683,"partially renovated","okres Žilina",Žilina,Bánová,1980
JuM-6ImZqgg,sale,house,165,unrenovated,"okres Čadca",Čadca,Centrum,1967
Jup9Yn-xSxK,sale,house,125,"new construction","okres Žilina",Bitarová,Bitarová,2025
JuB8tqpRaSl,sale,house,110,unrenovated,"okres Ružomberok",Ružomberok,"Pod Skalami",1950
Juu2Y87Z-DK,sale,house,220,"partially renovated","okres Čadca",Skalité,Skalité,1979
JukEQsAHFmW,sale,house,100,"partially renovated","okres Turčianske Teplice",Budiš,Budiš,1970
JuMiWG_Bjr-,sale,house,160,unrenovated,"okres Žilina",Varín,Varín,1958
JuoozgHS-2r,sale,house,160,unrenovated,"okres Čadca",Čadca,"U Hluška",1965
Juzaery-uaM,sale,house,139,"new construction","okres Martin",Martin,Tomčany,2023
JuJSekEM4oc,sale,house,102,"new construction","okres Ružomberok","Liptovské Sliače","Liptovské Sliače",2026
JubJO0qS-zH,sale,house,140,"partially renovated","okres Liptovský Mikuláš",Ľubeľa,Ľubeľa,1965
JueA1N-Ntfj,sale,house,96,"fully renovated","okres Liptovský Mikuláš","Závažná Poruba","Závažná Poruba",1930
JuHtgn-PdTN,sale,house,106,"new construction","okres Martin","Turčianske Kľačany","Turčianske Kľačany",2025
Jub25_ejcJA,sale,house,153,"fully renovated","okres Čadca",Oščadnica,Oščadnica,2013
JuvMlRWqyJoo,sale,house,240,unrenovated,"okres Kysucké Nové Mesto",Nesluša,Nesluša,2003
JuzSO8DcIjL,sale,house,150,"fully renovated","okres Martin",Diaková,Diaková,2013
JuT-mCUWMWu,sale,house,120,"new construction","okres Liptovský Mikuláš",Bobrovník,Bobrovník,2020
Ju14mSBpDUx,sale,house,200,"partially renovated","okres Čadca",Oščadnica,Oščadnica,1960
Ju07wpce3-e,sale,house,50,unrenovated,"okres Ružomberok",Turík,Turík,1922
JuiIP6qTDBs,sale,house,100,"partially renovated","okres Liptovský Mikuláš",Vlachy,Vlachy,1970
JuWA9aOrYrn,sale,house,120,"partially renovated","okres Martin",Žabokreky,Žabokreky,1960
JuTaKGvu-_W,sale,house,100,unrenovated,"okres Bytča",Štiavnik,Štiavnik,1956
Juolbg2gxyQ,sale,house,300,"new construction","okres Liptovský Mikuláš",Ižipovce,Ižipovce,1900
JuOzMZP3NXD,sale,house,70,"partially renovated","okres Čadca","Krásno nad Kysucou",Kalinov,1989
JuhiXx9KEAl,sale,house,612,"partially renovated","okres Dolný Kubín","Dolný Kubín",Medzihradné,1980
JuD_VuWF7qU,sale,house,94,"new construction","okres Dolný Kubín",Istebné,Istebné,2018
Ju7FT7K1T9V,sale,house,156,unrenovated,"okres Žilina",Svederník,Svederník,1960
Ju1tEs_gT7e,sale,house,140,"new construction","okres Žilina",Gbeľany,Gbeľany,2016
JujDi-L-0hf,sale,house,126,"new construction","okres Čadca",Olešná,Olešná,2020
JuWVZLxkLMK,sale,house,1375,"partially renovated","okres Ružomberok",Ružomberok,Hrabovo,2025
JuUrENnUrd4,sale,house,120,unrenovated,"okres Martin","Turčiansky Peter","Turčiansky Peter",1967
JuRBO1iDcGe,sale,house,240,"partially renovated","okres Martin",Sučany,Sučany,1975
JuzawK4H-li,sale,house,70,unrenovated,"okres Kysucké Nové Mesto","Dolný Vadičov","Dolný Vadičov",1970
JuiNBbsX-1P,rent,house,150,"new construction","okres Žilina",Žilina,Bytčica,2025
JuIGCsa_wh0,sale,house,200,"new construction","okres Martin",Blatnica,Blatnica,2018
JuCbUaiZ-t8,sale,house,180,unrenovated,"okres Čadca",Skalité,Skalité,1967
JuPBoWiotP6,sale,house,86,"new construction","okres Turčianske Teplice","Horná Štubňa","Horná Štubňa",2010
JuyVW5GYHzb,sale,house,100,"development project","okres Žilina",Lysica,Lysica,2025
JufXd7f876u,sale,house,130,"under construction","okres Žilina",Žilina,Bánová,2025
JuvDMV343M4,sale,house,100,"new construction","okres Bytča",Bytča,"Hliník nad Váhom",2025
JunqWaLvLjb,sale,house,140,"new construction","okres Liptovský Mikuláš","Liptovská Sielnica","Liptovská Sielnica",2019
JufxA_4siD5,sale,house,180,unrenovated,"okres Námestovo",Námestovo,"Slanická Osada",1990
JuNEJj6Bobe,sale,house,278,unrenovated,"okres Liptovský Mikuláš",Ľubeľa,Ľubeľa,1980
Ju7GkmUpk7w,sale,house,84,"partially renovated","okres Ružomberok","Liptovská Lúžna","Liptovská Lúžna",1968
JuugYuyjxCy,sale,house,461,unrenovated,"okres Čadca",Raková,Raková,2000
JuENmSVbf52,sale,house,773,"new construction","okres Žilina",Rosina,Rosina,2019
JuSDor_pBw9,sale,house,106,"new construction","okres Martin",Slovany,Slovany,2023
JuEl9XITon-,sale,house,100,unrenovated,"okres Turčianske Teplice",Rudno,Rudno,1950
JuQ4i8mNwlL,sale,house,65,unrenovated,"okres Bytča",Kotešová,Kotešová,2010
Ju3IlwS0uHk,sale,house,300,"partially renovated","okres Žilina",NULL,NULL,1957
JurqmynKY4o,sale,house,240,"new construction","okres Dolný Kubín","Oravský Podzámok","Oravský Podzámok",2015
JuhsSA9jVzs,sale,house,250,unrenovated,"okres Martin","Turčianske Kľačany","Turčianske Kľačany",1961
JuvA9DjdPST,sale,house,140,"new construction","okres Ružomberok",Lisková,Lisková,2024
JuXVSVVWVLI,sale,house,60,"fully renovated","okres Liptovský Mikuláš",Dúbrava,Dúbrava,2020
Juv2ewXXJKK,sale,house,300,"fully renovated","okres Martin",Vrútky,"Karvaša a Bláhovca",2008
Juy6D0BMpPr,sale,house,35,"new construction","okres Martin",Belá-Dulice,Belá-Dulice,2023
JuRvLvEuC6c,sale,house,300,"partially renovated","okres Čadca",Turzovka,NULL,1970
JupqlbF43-v,sale,house,150,unrenovated,"okres Bytča","Veľké Rovné","Veľké Rovné",1970
JuZgj6k1S7C,sale,house,348,"partially renovated","okres Martin",Martin,Stráne,1969
JuvbGiTBrMG,sale,house,168,"new construction","okres Liptovský Mikuláš",Lazisko,Lazisko,2024
Ju6pNzkI7kN,sale,house,882,unrenovated,"okres Martin",Martin,Stráne,2025
JuIyY_wrQVH,sale,house,81,"new construction","okres Bytča",Bytča,"Veľká Bytča",2025
JuhQKNPNiRq,sale,house,210,"fully renovated","okres Žilina","Rajecké Teplice","Rajecké Teplice",1980
JuQ6y__HQN4,sale,house,1,"fully renovated","okres Martin","Kláštor pod Znievom","Kláštor pod Znievom",2000
JuL5-OdofNk,sale,house,300,"new construction","okres Žilina",Terchová,Terchová,2020
JudAAa45gzT,sale,house,140,unrenovated,"okres Martin",Martin,Jahodníky,1936
JuptIY7K5YK,sale,house,828,"partially renovated","okres Čadca",Turzovka,Predmier,1977
JuMof2f50da,sale,house,60,"partially renovated","okres Žilina",Žilina,"Považský Chlmec",1964
JuZgBXj7DfA,sale,house,160,unrenovated,"okres Liptovský Mikuláš",Bobrovec,Bobrovec,1900
Ju5BwjQ6s7y,sale,house,165,"partially renovated","okres Čadca",Čierne,Čierne,1960
JuQab_JUcgQ,rent,house,162,"new construction","okres Martin",Vrútky,"Karvaša a Bláhovca",2000
JuEB6osELcj,sale,house,100,"partially renovated","okres Turčianske Teplice",Sklené,Sklené,2024
Ju34HqZzlYZ,sale,house,220,"fully renovated","okres Žilina",Terchová,Terchová,1969
Ju_JIspGy8j,sale,house,42,"fully renovated","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto",1960
JuwY9aBM81x,sale,house,300,"partially renovated","okres Martin",Vrútky,"Dolné Vrútky",1961
Ju6FkAOvz_r,sale,house,79,unrenovated,"okres Liptovský Mikuláš","Liptovský Mikuláš",Okoličné,1969
Ju8bN6JmGCo,sale,house,120,unrenovated,"okres Martin",Martin,Ľadoveň,1970
JuF5wwqoPt-,sale,house,90,unrenovated,"okres Ružomberok","Liptovská Osada","Liptovská Osada",1904
JuRB3GLBQlr,sale,house,140,unrenovated,"okres Žilina",Rajec,Rajec,2008
JulDvECm5wW,sale,house,175,"new construction","okres Žilina",Žilina,"Považský Chlmec",2025
JutdauUbuYB,sale,house,178,"new construction","okres Žilina",Mojš,Mojš,2014
JuKt4j2XFxX,sale,house,788,"partially renovated","okres Liptovský Mikuláš",Dúbrava,Dúbrava,1974
JuTM2PfA7TL,sale,house,172,"partially renovated","okres Žilina",Bitarová,Bitarová,1980
JuHuCArgKgQ,sale,house,90,"new construction","okres Námestovo",Zubrohlava,Zubrohlava,1900
Jucbi7PZEnm,sale,house,90,unrenovated,"okres Čadca",Klokočov,Klokočov,1970
JuM1C8fcu8K,sale,house,847,"fully renovated","okres Ružomberok",Ružomberok,NULL,1980
Ju-vY43kOSm,sale,house,120,"fully renovated","okres Čadca",Klokočov,Klokočov,1970
Ju6dKyzXet6,sale,house,131,"new construction","okres Žilina",Žilina,Strážov,2024
Ju6vI9Ongqb,sale,house,270,"partially renovated","okres Čadca",Klokočov,Klokočov,1964
JuSGs9I7N10c,sale,house,236,"partially renovated","okres Turčianske Teplice",Čremošné,Čremošné,1922
JuQQeemtPlQ,sale,house,445,"partially renovated","okres Liptovský Mikuláš","Liptovský Trnovec","Liptovský Trnovec",1980
Juc14yxwCWy,sale,house,209,"under construction","okres Liptovský Mikuláš",Ľubeľa,Ľubeľa,2026
JuA6unfH09z,sale,house,250,"partially renovated","okres Martin",Martin,Stráne,2025
JuoL9EBWGdw,sale,house,84,unrenovated,"okres Žilina",Podhorie,Podhorie,1960
JuTsKQYVo81,sale,house,318,"fully renovated","okres Liptovský Mikuláš","Liptovský Mikuláš",Bodice,1900
JuvJClErKby,sale,house,75,unrenovated,"okres Kysucké Nové Mesto",Rudina,Rudina,1971
JuImgMwAlae,sale,house,125,"new construction","okres Žilina",Bitarová,Bitarová,2025
JuJRg0E5VNn,sale,house,140,"new construction","okres Martin",Valča,Valča,2025
Ju_7upNwBrj,sale,house,110,unrenovated,"okres Dolný Kubín",Malatiná,Malatiná,1960
JueQzTcIDeQ,sale,house,42,"new construction","okres Ružomberok",Ružomberok,Baničné,2024
JuWFwDq9Hos,sale,house,100,unrenovated,"okres Ružomberok",Likavka,Likavka,1973
Juw-gEYpFG_,sale,house,135,"new construction","okres Čadca",Čadca,Milošová,2025
Ju3_GjYaBPA,sale,house,1056,unrenovated,"okres Čadca",Čadca,Centrum,1952
JufgKb9FR3J,sale,house,60,"partially renovated","okres Ružomberok",Ludrová,Ludrová,2021
JunNJzhFnyu,sale,house,270,"fully renovated","okres Čadca",Čierne,Čierne,1964
Juk_6IbuVg4,sale,house,240,unrenovated,"okres Kysucké Nové Mesto",Nesluša,Nesluša,2003
Juhv-0ib6ND,sale,house,1,unrenovated,"okres Bytča","Hlboké nad Váhom","Hlboké nad Váhom",1967
JuFy8odNEYG,sale,house,1281,"fully renovated","okres Ružomberok",Ludrová,Ludrová,2025
Ju5HL9HCWYK,sale,house,806,"partially renovated","okres Liptovský Mikuláš",Podtureň,Podtureň,1980
JuTAR5A7Hvk,sale,house,209,"new construction","okres Bytča",Bytča,"Hliník nad Váhom",2019
Juk8YxA4P9Q,sale,house,128,"partially renovated","okres Tvrdošín",Zábiedovo,Zábiedovo,1975
JuH7gFUPY7f,sale,house,280,"fully renovated","okres Žilina",Gbeľany,Gbeľany,1998
JuHEeYDAKYc,sale,house,200,unrenovated,"okres Čadca",Zákopčie,Zákopčie,1967
Ju818YWB7Et,sale,house,195,"partially renovated","okres Martin",Valča,Valča,1976
JuvprX5EDq1,sale,house,88,"fully renovated","okres Ružomberok",Likavka,Likavka,1961
Ju769ToQ74D,sale,house,200,"new construction","okres Žilina",Žilina,"Žilinská Lehota",2024
Ju_VPyRRw8c,sale,house,160,unrenovated,"okres Čadca",Klokočov,Klokočov,2020
Juady9vqBv8,sale,house,350,"new construction","okres Čadca",Klokočov,Klokočov,2010
Juj0QibLMWk,sale,house,186,"new construction","okres Čadca","Krásno nad Kysucou",Stred,2010
Jua9bDzVCPy,sale,house,110,unrenovated,"okres Ružomberok",Lisková,Lisková,1965
JuVWSdPVacq,sale,house,160,unrenovated,"okres Liptovský Mikuláš",Ľubeľa,Ľubeľa,1900
JuoeXyKL-xw,sale,house,240,"partially renovated","okres Martin",Martin,"Kolónia Hviezda",1980
JuU-CdEC7dE,sale,house,140,unrenovated,"okres Čadca",Svrčinovec,Svrčinovec,1977
JuyjJhU57Ie,sale,house,280,"fully renovated","okres Martin",Dražkovce,Dražkovce,1990
JuUOF1Y8GRc,sale,house,800,"partially renovated","okres Ružomberok",Martinček,Martinček,1980
JuTtMGChCvj,sale,house,664,"partially renovated","okres Ružomberok",Ivachnová,Ivachnová,1980
Ju85rN2RkNp,sale,house,320,"partially renovated","okres Žilina",Žilina,Bôrik,1970
JuGV2Mc53Dd,sale,house,121,"new construction","okres Námestovo",Ťapešovo,Ťapešovo,1900
Ju_8_vlnZwY,sale,house,18,"new construction","okres Ružomberok",Ružomberok,"Biely Potok",2025
JulClHeflP9,sale,house,180,"fully renovated","okres Žilina","Lietavská Lúčka","Lietavská Lúčka",1997
JuAUegGsDW_,sale,house,96,"fully renovated","okres Turčianske Teplice",Turček,Turček,1950
JuD5IEP-_uU,sale,house,728,"new construction","okres Žilina","Lietavská Svinná-Babkov","Lietavská Svinná-Babkov",2023
Juh02qpId7f,sale,house,180,"partially renovated","okres Čadca",Čadca,Rieka,1969
JudW0vCLa-q,sale,house,220,"partially renovated","okres Žilina",Žilina,Budatín,1986
JuZSCNK7v3l,sale,house,300,"fully renovated","okres Žilina",Žilina,"Staré mesto",1930
JuNXUaLV7F5,sale,house,117,"new construction","okres Čadca",Čadca,Kyzkovci,2025
Jubpxb0JsTj,sale,house,140,unrenovated,"okres Čadca",Klokočov,Klokočov,1965
Ju4kDIYSKlj,sale,house,210,unrenovated,"okres Martin",Žabokreky,Žabokreky,1980
JuY6OUpbXjU,sale,house,159,"new construction","okres Žilina",Mojš,Mojš,2012
Jug6zZpbgms,sale,house,125,"fully renovated","okres Žilina",Terchová,Terchová,2000
JuP0XzI2a8X,sale,house,160,unrenovated,"okres Námestovo",Lomná,Lomná,1970
JuQ_I0ff1WB,sale,house,1,"partially renovated","okres Bytča",Kotešová,Kotešová,1975
JuxsRe4hFI1,sale,house,131,"new construction","okres Martin","Košťany nad Turcom","Košťany nad Turcom",2024
JuNAkKLTuvU,sale,house,103,"under construction","okres Žilina",Brezany,Brezany,2025
JurPQrgAzVa,sale,house,180,"new construction","okres Žilina",Varín,Varín,2024
JuO0hdGmTXM,sale,house,150,unrenovated,"okres Martin","Kláštor pod Znievom","Kláštor pod Znievom",1927
Ju99F1V9-a5,rent,house,100,"new construction","okres Martin",Vrútky,"Karvaša a Bláhovca",2025
Jud-pgAdAnR,sale,house,355,"partially renovated","okres Žilina",Žilina,Závodie,1998
JunMD2_PHX1,sale,house,392,"new construction","okres Žilina",Žilina,Budatín,2007
Jut9hBMvkj1,sale,house,145,"new construction","okres Žilina",Hôrky,Hôrky,2023
JuMIjDzPJlV,sale,house,170,"partially renovated","okres Žilina","Dolná Tižina","Dolná Tižina",1972
Ju08TjjVb3y,sale,house,98,"new construction","okres Žilina",Mojš,Mojš,2019
Juove7AkwvT,sale,house,160,"new construction","okres Martin",Valča,Valča,2024
JuqQL7cMBce,sale,house,160,unrenovated,"okres Žilina",Žilina,Bôrik,1984
JuyE1SKm9MG,sale,house,305,"new construction","okres Dolný Kubín","Dolný Kubín","Veľký Bysterec",1900
JuAUIyCgthV,sale,house,330,"fully renovated","okres Turčianske Teplice",Dubové,Dubové,1954
JulOKuOiom0,sale,house,348,unrenovated,"okres Martin",Martin,Stráne,1976
JuV6m-uCHri,sale,house,192,"partially renovated","okres Ružomberok",Komjatná,Komjatná,1967
JuBFSGXIbQg,sale,house,97,"fully renovated","okres Martin",Martin,Stred,2025
JuSEx_tCHgm,sale,house,155,"partially renovated","okres Martin",Sučany,Sučany,1963
