offer_id,property_type,area,price_m2,condition,position,floor,elevator,built_in,energy_certificate,north,south,east,west,location_district,location_city,location_area,agency,office_city
JuA1hP6Bd3t,"4-room apartment",118,3334.75,"fully renovated","top floor",3,NULL,2024,A,NULL,yes,NULL,yes,"okres Liptovský Mikuláš","Liptovský Mikuláš",Demänová,G-REAL,"Liptovský Mikuláš"
JunJ76UrnXo,"2-room apartment",54,2314.81,"partially renovated","ground floor",1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"okres Martin",Martin,Sever,"FINREA - ak vám záleží na výsledku","Dolný Kubín"
Juy4b8nUUh5,"3-room apartment",72,2527.78,"partially renovated","top floor",8,NULL,1999,"not available",NULL,NULL,yes,yes,"okres Žilina",Žilina,Hájik,"TARGETreal s. r. o.",Žilina
JuoKym-eugj,"holiday apartment",47,2564.10,"fully renovated",NULL,NULL,NULL,2025,"not available",yes,NULL,NULL,NULL,"okres Ružomberok",Ružomberok,Hrabovo,"Reality Alpia",Martin
JuxugnKSQZO,"2-room apartment",45,NULL,"new construction","upper floor",2,NULL,2024,"not available",NULL,NULL,NULL,NULL,"okres Dolný Kubín","Dolný Kubín",NULL,"RE/MAX Slovakia",Bratislava
Ju0Ee02A6Iy,"2-room apartment",60,3514.10,"new construction","upper floor",2,NULL,2024,A,NULL,NULL,NULL,NULL,"okres Žilina",Žilina,Vlčince,"HMS Services, a. s.",Žilina
JuZUv2TX6Jz,"holiday apartment",31,3697.75,"fully renovated","upper floor",2,yes,2025,"not available",NULL,NULL,NULL,NULL,"okres Ružomberok",Bešeňová,Bešeňová,"Reality Alpia",Martin
Ju-GH82Bvcv,"3-room apartment",80,1862.50,"partially renovated","upper floor",2,NULL,1978,A,NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Liptovský Mikuláš",Palúdzka,"ŠIRINY, s.r.o.",Zvolen
JumwKAHAQZ-,"holiday apartment",147,NULL,"new construction",attic,2,NULL,2021,A,yes,NULL,yes,NULL,"okres Bytča",Súľov-Hradná,Súľov-Hradná,"RIEŠIME BÝVANIE",Bratislava
Ju36lkCzKpS,"2-room apartment",50,2470.00,"fully renovated","top floor",7,yes,1978,"not available",yes,NULL,NULL,NULL,"okres Martin",Martin,Priekopa,"NajBývanie, s.r.o.",Ružomberok
JuXRr8c0-gp,"holiday apartment",25,4858.30,"new construction","upper floor",2,yes,2018,A,NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Liptovský Ján","Liptovský Ján","KRUPPKY, s.r.o.","Liptovský Mikuláš"
JuUYkSiI3DC,"holiday apartment",NULL,NULL,"new construction",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Liptovský Mikuláš","Liptovská Mara - Tatralandia","ARCHEUS Partners a.s.",Bratislava
JuqLWeKD7Wh,"2-room apartment",50,2200.00,unrenovated,"top floor",8,NULL,1985,B,NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Liptovský Mikuláš",Podbreziny,liptoreal,"Liptovský Mikuláš"
Juq8LRZ6yKQ,"3-room apartment",68,NULL,unrenovated,"upper floor",3,yes,1974,"not available",NULL,NULL,NULL,NULL,"okres Ružomberok",Ružomberok,Roveň,"AstonReal s.r.o.","Banská Bystrica"
Ju_IKpLJHsv,"holiday apartment",31,4677.42,"fully renovated",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"okres Ružomberok",Bešeňová,Bešeňová,"OREA, s.r.o.","Dolný Kubín"
JuTmTC_fKnC,"holiday apartment",57,NULL,"new construction","ground floor",1,yes,2021,"not available",yes,NULL,yes,NULL,"okres Dolný Kubín","Dolný Kubín","Kubínska hoľa","YNI reality",Žilina
JuuKGKckyxy,"3-room apartment",68,1911.76,"partially renovated","top floor",4,NULL,1972,"not available",NULL,NULL,NULL,NULL,"okres Martin",Vrútky,"Horné Vrútky","Reality MT s.r.o.",Martin
Ju7lyYOfLaW,"1-room apartment",43,3372.09,unrenovated,"upper floor",2,yes,1960,B,NULL,NULL,NULL,NULL,"okres Žilina",Žilina,Hliny,"RIEŠIME BÝVANIE",Bratislava
Ju7UlN5liG9,"3-room apartment",96,2753.73,"new construction","upper floor",4,yes,2025,A,NULL,NULL,NULL,NULL,"okres Martin",Martin,Jahodníky,"Buby reality, s.r.o.",Žilina
JuVUnBR3tKh,"2-room apartment",74,3229.73,"new construction","top floor",6,NULL,2009,NULL,NULL,NULL,NULL,NULL,"okres Žilina",Žilina,Bôrik,"Realitná kancelária RED, s.r.o.",Žilina
Jux-89v_b-H,"3-room apartment",75,NULL,"partially renovated",NULL,NULL,NULL,1989,"not available",NULL,NULL,NULL,NULL,"okres Kysucké Nové Mesto","Kysucké Nové Mesto",Kamence,"MGM reality",Žilina
JuRirU25uGC,"4-room apartment",162,2654.32,"fully renovated","upper floor",3,NULL,1995,"not available",NULL,NULL,NULL,NULL,"okres Žilina",Žilina,"Staré mesto","Realitná kancelária RED, s.r.o.",Žilina
JuH61G00WWP,"3-room apartment",73,2026.03,"partially renovated","upper floor",5,yes,1900,B,yes,NULL,yes,NULL,"okres Liptovský Mikuláš","Liptovský Mikuláš",Podbreziny,"HALO reality, s.r.o.",Prievidza
JuzhlHJjU2y,"3-room apartment",84,2964.29,"new construction","upper floor",3,NULL,2023,A,NULL,NULL,NULL,NULL,"okres Kysucké Nové Mesto","Kysucké Nové Mesto",Kamence,"Renovo Reality",Žilina
JuTPBH57dwB,"4-room apartment",156,3081.19,"development project","top floor",4,NULL,2027,A,NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto","TATRA CITY RESIDENCE s. r. o.",Zvolen
JuA6AvNGWkt,"2-room apartment",55,2222.42,"fully renovated","ground floor",1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto","XEMAR realitná spoločnosť s.r.o.","Banská Bystrica"
JuV3Qm6Wkc0,"4-room apartment",84,2357.14,"fully renovated","upper floor",4,yes,NULL,B,NULL,NULL,NULL,NULL,"okres Žilina",Martin,Priekopa,"Buby reality, s.r.o.",Žilina
JuzpWPdpylQ,"3-room apartment",88,2883.48,"new construction","upper floor",3,yes,2025,A,NULL,NULL,NULL,NULL,"okres Žilina",Žilina,Vlčince,"Reinoo a.s.",Žilina
JukmrMnXO9z,"2-room apartment",57,1940.72,unrenovated,"upper floor",6,yes,1973,"not available",NULL,NULL,NULL,yes,"okres Martin",Martin,Košúty,"ALFA SALUTO REAL s.r.o",Bratislava
JuYVsYrHNhK,"3-room apartment",70,1814.29,"partially renovated","raised ground floor",1,yes,1986,"not available",NULL,NULL,NULL,NULL,"okres Turčianske Teplice","Turčianske Teplice",Stred,"Ing.Zuzana Paverová","Turčianske Teplice"
JuVfkYvfV4D,"holiday apartment",84,3700.00,"new construction","upper floor",9,yes,2025,"not available",yes,NULL,yes,NULL,"okres Žilina",Žilina,"Staré mesto","Financial Hotels Management, s.r.o.",Žilina
JukJYQ0D3dC,"3-room apartment",93,1318.92,"partially renovated",NULL,NULL,NULL,1968,"not available",NULL,NULL,NULL,NULL,"okres Žilina",Čičmany,Čičmany,"TUreality s.r.o.",Žilina
JuF1TjEV1Ru,"3-room apartment",63,2088.44,"new construction","ground floor",1,NULL,2020,NULL,NULL,NULL,NULL,NULL,"okres Martin","Košťany nad Turcom","Košťany nad Turcom","B10 Slovensko, a. s.",Žilina
JuNLjCrLJ47,"other apartment type",200,5050.00,unrenovated,"ground floor",1,NULL,1956,"not available",NULL,NULL,NULL,NULL,"okres Martin",Martin,Stred,"Reality MT s.r.o.",Martin
JuVvtE4iYcW,"holiday apartment",39,4112.41,"new construction","ground floor",1,NULL,2022,A,NULL,NULL,NULL,NULL,"okres Dolný Kubín","Dolný Kubín",Stred,"RK SPIRIT s.r.o.","Liptovský Mikuláš"
Ju8ym9e1pKJ,"1-room apartment",40,2400.00,"partially renovated","ground floor",NULL,NULL,1977,A,NULL,NULL,yes,NULL,"okres Čadca",Čadca,Žarec,"1. Reality Rent, s.r.o.",Žilina
JugsT-r1Fjq,"studio apartment",25,3080.00,unrenovated,attic,11,NULL,NULL,"not available",NULL,NULL,NULL,yes,"okres Martin",Martin,Sever,"RECLOUD Reality a.s.",Bratislava
JuRvKY-BDAM,"studio apartment",33,1439.39,"partially renovated","upper floor",2,NULL,1990,"not available",yes,NULL,yes,NULL,"okres Liptovský Mikuláš","Liptovská Porúbka","Liptovská Porúbka","HALO reality, s.r.o.",Prievidza
Ju6Fxzj1aPV,"3-room apartment",72,1791.67,"fully renovated","ground floor",1,NULL,1970,"not available",NULL,NULL,yes,yes,"okres Turčianske Teplice","Turčianske Teplice",Stred,"TARGETreal s. r. o.",Žilina
Ju8nwr--d8J,"holiday apartment",87,9362.00,"under construction","upper floor",5,yes,2025,A,NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina","Tatry mountain resorts, a.s.","Liptovský Mikuláš"
JuB0hydoQt_,"2-room apartment",79,2088.61,"partially renovated","ground floor",NULL,NULL,NULL,"not available",NULL,NULL,NULL,yes,"okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto","ADOMOS REAL s.r.o.",Košice
JuM_6zn3dEU,"4-room apartment",89,2415.73,"fully renovated","upper floor",4,NULL,2025,A,NULL,NULL,NULL,NULL,"okres Martin",Martin,Ľadoveň,"TARGETreal s. r. o.",Žilina
JuCSthEMyi8,"4-room apartment",118,2488.11,"partially renovated","top floor",3,NULL,2000,"not available",NULL,NULL,NULL,NULL,"okres Žilina",Žilina,"Staré mesto","R2 SK, s.r.o.",Žilina
JuUgt1O2AUN,"2-room apartment",42,3640.48,"new construction",NULL,NULL,NULL,NULL,A,NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Malé Borové","Malé Borové",NULL,NULL
JuNZ8PQ1HeL,"3-room apartment",76,NULL,"partially renovated","upper floor",3,NULL,1965,B,NULL,NULL,NULL,NULL,"okres Ružomberok",Ružomberok,Polík,"AstonReal s.r.o.","Banská Bystrica"
JubK5ISUXOm,"4-room apartment",77,2931.68,"under construction","upper floor",5,yes,2025,A,NULL,yes,NULL,yes,"okres Kysucké Nové Mesto","Kysucké Nové Mesto",Kamence,"Istrofinal, s. r. o.",Žilina
JuktNGvsiwv,"1-room apartment",38,4128.95,"new construction","top floor",4,yes,2025,"in preparation",yes,NULL,yes,NULL,"okres Žilina",Žilina,"Staré mesto","WFG reality, s.r.o.",Žilina
JugR8pX-gZX,"3-room apartment",69,NULL,"partially renovated",NULL,NULL,NULL,1980,"not available",NULL,NULL,NULL,NULL,"okres Martin",Martin,Ľadoveň,"TUreality s.r.o.",Žilina
JumTQJJZB7H,"3-room apartment",155,1929.03,"partially renovated","raised ground floor",NULL,NULL,2008,"not available",NULL,NULL,NULL,NULL,"okres Žilina",Žilina,Hájik,"TUreality s.r.o.",Žilina
JuaFAuw30OV,loft,28,4184.12,"partially renovated","top floor",4,NULL,1940,"not available",NULL,NULL,NULL,NULL,"okres Žilina",Žilina,"Staré mesto","Renovo Reality",Žilina
Ju-FXGTnvER,"4-room apartment",83,2325.30,unrenovated,NULL,NULL,NULL,2025,"not available",NULL,yes,NULL,yes,"okres Žilina",Žilina,Vlčince,"Reality Alpia",Martin
JuHXoN0ryfa,"3-room apartment",86,3127.91,unrenovated,"upper floor",3,NULL,2009,"not available",NULL,NULL,NULL,NULL,"okres Žilina",Žilina,Vlčince,"MGM reality",Žilina
JuYsJLbvRpN,"2-room apartment",56,2517.86,"fully renovated","upper floor",3,NULL,1969,A,NULL,NULL,NULL,NULL,"okres Kysucké Nové Mesto","Kysucké Nové Mesto",Sídlisko,"1. Reality Rent, s.r.o.",Žilina
JuRYP3Oa6YZ,"4-room apartment",150,2046.67,"new construction","top floor",3,NULL,2020,A,NULL,NULL,NULL,NULL,"okres Dolný Kubín","Dolný Kubín",Stred,"RK Dalmia s. r. o.","Dolný Kubín"
JuB63TyYdjm,loft,60,3374.09,"under construction","upper floor",2,yes,2027,A,NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto","TATRA CITY RESIDENCE s. r. o.",Zvolen
JuwdDOrpGK5,"4-room apartment",84,2357.14,"fully renovated","upper floor",4,yes,NULL,B,NULL,NULL,NULL,NULL,"okres Martin",Martin,Priekopa,"Buby reality, s.r.o.",Žilina
JuF5xNSQO5x,"1-room apartment",38,2552.63,"partially renovated",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"okres Čadca",Čadca,Žarec,"BeMi realitná kancelária",Nitra
JuiS9BjPEIo,"2-room apartment",38,4841.71,"new construction","top floor",3,yes,2016,A,NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina","HD reality group s.r.o","Banská Bystrica"
Jug3a9-mziM,"2-room apartment",77,2140.52,"new construction",attic,3,NULL,2022,A,NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Liptovský Hrádok",Celiny,"RK SPIRIT s.r.o.","Liptovský Mikuláš"
Ju8DPYGWH3G,"2-room apartment",39,4112.41,"new construction",NULL,NULL,NULL,2022,NULL,NULL,NULL,NULL,NULL,"okres Dolný Kubín","Dolný Kubín",Stred,"RK SPIRIT s.r.o.","Liptovský Mikuláš"
Juns9vrGm9z,"holiday apartment",61,3581.43,"new construction","ground floor",1,NULL,2024,A,NULL,NULL,NULL,NULL,"okres Námestovo","Oravská Lesná","Oravská Lesná","Occam New Home",Bratislava
Juy-j07S1W7,"holiday apartment",69,NULL,"new construction","ground floor",1,NULL,2024,A,NULL,NULL,NULL,NULL,"okres Turčianske Teplice","Turčianske Teplice",Stred,"TARGETreal s. r. o.",Žilina
JuIG-Ap8rLX,"3-room apartment",85,2561.18,"new construction","top floor",4,NULL,2025,"not available",NULL,NULL,NULL,NULL,"okres Tvrdošín",Zuberec,Zuberec,"OREA, s.r.o.","Dolný Kubín"
JuQKqXinTqJ,"3-room apartment",75,3460.82,"new construction","upper floor",3,yes,2025,A,NULL,NULL,NULL,yes,"okres Žilina",Žilina,Hájik,"ODEKO manažment s.r.o.",Žilina
Ju7FBuvMeEz,"3-room apartment",63,2063.49,"partially renovated","top floor",2,NULL,1987,"not available",yes,yes,yes,yes,"okres Žilina",Žilina,"Považský Chlmec","RIEŠIME BÝVANIE",Bratislava
JuIV5E-BtYf,"3-room apartment",99,2186.49,"new construction","top floor",4,yes,2024,A,NULL,NULL,NULL,yes,"okres Turčianske Teplice","Turčianske Teplice",Stred,"IDEÁLNE BÝVANIE, s.r.o.",Žilina
JuoJ6B-WiVu,"2-room apartment",59,4491.53,"new construction","upper floor",2,NULL,1900,"not available",NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Liptovský Mikuláš",Demänová,"RE/MAX Slovakia",Bratislava
JuCUhlSV9_h,"4-room apartment",90,1777.67,"partially renovated","upper floor",2,NULL,1989,B,NULL,NULL,yes,yes,"okres Martin",Martin,Záturčia,"YNI reality",Žilina
Juk5yDVhn6R,"3-room apartment",73,2164.38,unrenovated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto",NULL,NULL
Ju1Hfz04CkU,"3-room apartment",130,NULL,"new construction","ground floor",1,NULL,2023,B,NULL,yes,NULL,yes,"okres Bytča",Súľov-Hradná,Súľov-Hradná,"RENOME REAL",Žilina
JuT66Fppd38,"studio apartment",14,4820.71,"fully renovated","ground floor",1,NULL,1970,"not available",NULL,NULL,NULL,NULL,"okres Dolný Kubín","Oravský Podzámok","Oravský Podzámok","RE/MAX Slovakia",Bratislava
Ju75IN_Zjx0,"2-room apartment",55,NULL,"partially renovated",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"okres Čadca",Turzovka,Stred,"SLNOVRAT, s.r.o.",Olešná
JupU33o9uCP,"1-room apartment",43,NULL,"new construction","ground floor",1,NULL,2022,A,NULL,NULL,NULL,NULL,"okres Ružomberok",Ružomberok,Hrabovo,"RK SPIRIT s.r.o.","Liptovský Mikuláš"
JuxFFLySNPg,"3-room apartment",71,3440.72,"under construction","top floor",8,NULL,2025,A,NULL,NULL,NULL,NULL,"okres Ružomberok",Ružomberok,Roveň,"ODEKO manažment s.r.o.",Žilina
Ju7ymmOZXTG,"1-room apartment",37,4105.41,"new construction","upper floor",2,yes,2025,"in preparation",yes,NULL,yes,NULL,"okres Žilina",Žilina,"Staré mesto","WFG reality, s.r.o.",Žilina
JuPbmK8oIXM,"2-room apartment",53,3004.94,"new construction","upper floor",2,NULL,2025,A,NULL,yes,NULL,yes,"okres Liptovský Mikuláš","Liptovský Mikuláš",Palúdzka,"STRATEGIC REALITY","Liptovský Mikuláš"
Juwwl8fsexY,"holiday apartment",57,3012.26,"fully renovated","upper floor",2,yes,2019,"not available",NULL,NULL,NULL,NULL,"okres Ružomberok",Ružomberok,Hrabovo,"Top Real Košice s.r.o.",Košice
JuKXYAqOf2e,"holiday apartment",26,NULL,"new construction","ground floor",1,NULL,2020,A,NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Liptovský Mikuláš",Demänová,"RK SPIRIT s.r.o.","Liptovský Mikuláš"
Ju9bVHvcqcL,"holiday apartment",62,3401.36,"new construction","upper floor",2,NULL,2022,NULL,NULL,NULL,NULL,NULL,"okres Námestovo","Oravská Lesná","Oravská Lesná","RIEŠIME BÝVANIE",Bratislava
Ju8feO0vuod,"4-room apartment",86,2895.35,"new construction","ground floor",1,NULL,2024,A,NULL,NULL,NULL,NULL,"okres Bytča",Bytča,"Thurzove sady","Realitná kancelária RED, s.r.o.",Žilina
Juea9VaEEz4,"2-room apartment",45,3033.44,"new construction","top floor",3,NULL,2024,"not available",NULL,yes,yes,NULL,"okres Žilina","Rajecké Teplice","Rajecké Teplice","STAREA, s. r. o.",Žilina
JuXdiDoNNIv,"2-room apartment",63,1968.25,unrenovated,"ground floor",1,NULL,1955,"not available",NULL,NULL,NULL,NULL,"okres Martin",Martin,Stred,"AstonReal s.r.o.","Banská Bystrica"
Ju0lAAcuMC-,"3-room apartment",100,3349.90,"partially renovated","upper floor",NULL,NULL,2009,NULL,NULL,NULL,NULL,NULL,"okres Žilina",Žilina,"Staré mesto","B10 Slovensko, a. s.",Žilina
Ju-yDJSlQCf,"4-room apartment",109,2844.04,unrenovated,"raised ground floor",NULL,NULL,2004,"not available",NULL,NULL,NULL,NULL,"okres Žilina",Žilina,Závodie,"TUreality s.r.o.",Žilina
Ju34bdWwwrW,"3-room apartment",91,NULL,"partially renovated",NULL,NULL,NULL,1958,"not available",NULL,NULL,NULL,NULL,"okres Martin",Martin,Sever,"TUreality s.r.o.",Žilina
JuSL8akIpnl,"2-room apartment",70,2571.43,unrenovated,"upper floor",3,yes,NULL,NULL,NULL,yes,yes,NULL,"okres Dolný Kubín","Dolný Kubín",Brezovec,"Bosen Group s.r.o.",Bratislava
JunNE3gm3lK,"holiday apartment",34,3470.59,"new construction","top floor",7,yes,NULL,NULL,NULL,NULL,NULL,NULL,"okres Ružomberok",Bešeňová,Bešeňová,"RK SPIRIT s.r.o.","Liptovský Mikuláš"
JubD2pJKl5g,"3-room apartment",100,4979.18,"new construction","upper floor",10,yes,2027,"not available",NULL,yes,yes,NULL,"okres Žilina",Žilina,"Staré mesto","Financial Hotels Management, s.r.o.",Žilina
JuLSY56QzCa,"3-room apartment",85,1764.59,"partially renovated","upper floor",4,NULL,2005,"not available",NULL,NULL,NULL,yes,"okres Martin",Vrútky,"Horné Vrútky","Reality ASTORIA, s.r.o.",Martin
JuiHekkzZ0E,"3-room apartment",NULL,NULL,"fully renovated",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Liptovský Mikuláš","Vrbica - Nábrežie",NULL,NULL
JuLjftxvY7o,"4-room apartment",89,NULL,"partially renovated",NULL,NULL,NULL,NULL,B,NULL,NULL,NULL,NULL,"okres Dolný Kubín","Dolný Kubín",Brezovec,"FINREA - ak vám záleží na výsledku","Dolný Kubín"
JuOipBrhKGg,"2-room apartment",55,2090.91,unrenovated,"ground floor",1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"okres Námestovo",Námestovo,Brehy,"BeMi realitná kancelária",Nitra
JulLkJwhVa1,"3-room apartment",67,2013.43,unrenovated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"okres Martin",Martin,Sever,"Realitná kancelária",Bratislava
Ju8j-hPnALY,"holiday apartment",43,6682.03,"new construction","upper floor",2,yes,NULL,A,NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina","RESIDENCE realitná kancelária","Liptovský Mikuláš"
JunCOKnq7PY,"3-room apartment",72,NULL,"partially renovated","top floor",7,yes,NULL,NULL,NULL,NULL,NULL,NULL,"okres Kysucké Nové Mesto","Kysucké Nové Mesto",Stred,"SLNOVRAT, s.r.o.",Olešná
JuPViaCTmSo,"3-room apartment",70,2308.71,"under construction","upper floor",2,yes,2024,"not available",NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš",Východná,Východná,"REALITY TATRY",Levoča
JuniaoRdvqE,"2-room apartment",44,3869.05,"new construction","ground floor",1,NULL,2025,A,yes,NULL,yes,NULL,"okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto",G-REAL,"Liptovský Mikuláš"
JueF3dmbicv,"3-room apartment",80,1316.78,"partially renovated","upper floor",2,NULL,2025,"not available",NULL,NULL,NULL,NULL,"okres Čadca","Dlhá nad Kysucou","Dlhá nad Kysucou","MENÍME BÝVANIE",Čadca
JuKI6_CGWPh,"holiday apartment",25,3996.00,"new construction","top floor",2,NULL,2016,"not available",NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Liptovský Mikuláš",Demänová,jabyvam.sk,"Liptovský Mikuláš"
JuwROzF7MPz,"1-room apartment",34,NULL,"partially renovated","upper floor",2,yes,2025,"not available",NULL,NULL,NULL,NULL,"okres Ružomberok",Ružomberok,Klačno,"LOYAL REALITY s.r.o.","Dolný Kubín"
JuVxrPNOwNZ,"3-room apartment",112,1503.57,"new construction","ground floor",1,NULL,2025,"in preparation",NULL,NULL,NULL,NULL,"okres Námestovo",Námestovo,Polom,donidDevelop,"Dolný Kubín"
JusbqvfGHuD,"studio apartment",38,3131.58,"fully renovated","ground floor",1,NULL,1975,"not available",NULL,NULL,NULL,NULL,"okres Martin",Martin,Priekopa,"NajBývanie, s.r.o.",Ružomberok
Juf6pNtbqh1,"3-room apartment",72,2125.00,"partially renovated","upper floor",2,NULL,1961,"not available",NULL,NULL,NULL,NULL,"okres Martin",Martin,Stred,"RE/MAX Slovakia",Bratislava
Juc4p__s1-a,"2-room apartment",70,2800.00,"fully renovated","upper floor",NULL,NULL,NULL,"not available",NULL,NULL,NULL,NULL,"okres Žilina",Žilina,"Staré mesto","Realitné kancelárie SR",Bratislava
JubH8PB1O7h,"3-room apartment",80,3171.25,"fully renovated","top floor",3,NULL,1995,A,NULL,NULL,NULL,NULL,"okres Martin",Martin,Stred,"Constario REALTY s.r.o.",Žilina
JuPKK388ZCm,"2-room apartment",42,1830.77,"fully renovated",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"okres Čadca",Staškov,Staškov,"SLNOVRAT, s.r.o.",Olešná
Juaxt90u-z9,"4-room apartment",103,1688.35,"fully renovated","upper floor",2,NULL,2018,"not available",NULL,NULL,NULL,NULL,"okres Bytča",Bytča,"Hliník nad Váhom","House Real Žilina",Žilina
JuU9JEZLTwi,"3-room apartment",90,955.56,"partially renovated","ground floor",1,NULL,1900,G,NULL,NULL,NULL,NULL,"okres Turčianske Teplice",Turček,Turček,"HALO reality, s.r.o.",Prievidza
JunIIQTPa44,"4-room apartment",110,4106.07,"under construction","upper floor",3,NULL,2027,A,NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto","TATRA CITY RESIDENCE s. r. o.",Zvolen
Juz4W9SDfoY,"2-room apartment",50,2980.00,"partially renovated","upper floor",6,NULL,1983,B,NULL,NULL,NULL,NULL,"okres Žilina",Žilina,Solinky,"RENOME REAL",Žilina
Ju5NSmHtePH,"3-room apartment",89,1741.57,"fully renovated","upper floor",3,NULL,1996,"not available",NULL,NULL,NULL,yes,"okres Martin",Martin,Záturčie,"TARGETreal s. r. o.",Žilina
JuUaKO5dYge,"3-room apartment",83,3071.08,"new construction",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"okres Dolný Kubín","Dolný Kubín",Stred,"OREA, s.r.o.","Dolný Kubín"
Ju6w7wQRZXw,"holiday apartment",86,2151.16,unrenovated,"ground floor",1,NULL,2005,"not available",yes,NULL,NULL,yes,"okres Čadca",Oščadnica,Oščadnica,"PhDr. Miloš Kocúr - BKM Consulting",Skalité
JupVQ9BHiZG,"2-room apartment",52,2692.31,unrenovated,"ground floor",1,NULL,1969,NULL,NULL,NULL,NULL,NULL,"okres Žilina",Žilina,Hliny,"Realitná kancelária RED, s.r.o.",Žilina
JuYML_WMLmL,"2-room apartment",67,NULL,"fully renovated","upper floor",10,yes,1965,B,NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Liptovský Mikuláš","Vrbica - Nábrežie","AstonReal s.r.o.","Banská Bystrica"
JuInvssV5eE,"1-room apartment",32,3295.99,"under construction","upper floor",2,NULL,2025,A,NULL,NULL,NULL,NULL,"okres Ružomberok",Ružomberok,Roveň,"ODEKO manažment s.r.o.",Žilina
JuZ68DUQRpn,"3-room apartment",58,3251.72,"new construction",NULL,NULL,NULL,NULL,A,NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Malé Borové","Malé Borové",NULL,NULL
JupACoTE9Yo,"3-room apartment",69,NULL,"fully renovated","top floor",NULL,NULL,1990,NULL,NULL,NULL,NULL,NULL,"okres Martin",Martin,Košúty,"B10 Slovensko, a. s.",Žilina
Ju5bhE-1H2z,"1-room apartment",32,3093.75,"new construction","upper floor",2,NULL,2010,"not available",NULL,NULL,NULL,NULL,"okres Ružomberok",Ružomberok,Hrabovo,"DOMUM realitná spoločnosť s. r. o.","Nové Mesto nad Váhom"
Jukzit6pFoZ,"2-room apartment",66,2711.36,"fully renovated","top floor",3,NULL,1995,A,NULL,NULL,NULL,NULL,"okres Martin",Martin,Stred,"Constario REALTY s.r.o.",Žilina
JuipAuQVd0x,"1-room apartment",35,2895.65,"partially renovated","upper floor",4,yes,1985,"not available",NULL,NULL,NULL,yes,"okres Martin",Martin,Záturčie,"Reality Center, s.r.o.",Martin
JudGtDjR-sv,"2-room apartment",79,2075.95,"fully renovated","ground floor",NULL,NULL,1900,"not available",yes,NULL,NULL,yes,"okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto","HALO reality, s.r.o.",Prievidza
JuMuHR9ALAx,"2-room apartment",54,2500.00,"new construction",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Liptovský Hrádok",Prekážka,NULL,NULL
JubXkgOc5Vf,"holiday apartment",34,NULL,"new construction","ground floor",NULL,NULL,2025,"not available",NULL,NULL,yes,NULL,"okres Liptovský Mikuláš","Liptovský Mikuláš",Demänová,"Reality Alpia",Martin
JuykdgfJYfL,"2-room apartment",56,3551.79,"new construction","top floor",3,NULL,2025,NULL,NULL,NULL,NULL,NULL,"okres Žilina",Žilina,Bytčica,"Realitná kancelária RED, s.r.o.",Žilina
