offer_id,agency,office_city,location_district,location_city,location_area
JuuW_lWTRhF,"RESIDENCE realitná kancelária","Liptovský Mikuláš","okres Liptovský Mikuláš","Svätý Kríž","Svätý Kríž"
JuZWywKzXos,"Safe reality s. r. o.",Žilina,"okres Kysucké Nové Mesto",Snežnica,Snežnica
JunnDHXXyHF,"TUreality s.r.o.",Žilina,"okres Martin",Martin,"Kolónia Hviezda"
JuehhqekRE3,"TARGETreal s. r. o.",Žilina,"okres Martin",Sučany,Sučany
JuUIjP7PegI,"Realitné kancelárie SR",Bratislava,"okres Tvrdošín",Habovka,Habovka
JueF3aQCPcy,"OREA, s.r.o.","Dolný Kubín","okres Dolný Kubín","Oravská Poruba","Oravská Poruba"
Jux6Z04Xzh-,"RIEŠIME BÝVANIE",Bratislava,"okres Ružomberok",Ružomberok,"Staré mesto"
JudcWud0S5R,"RE/MAX Slovakia",Bratislava,"okres Čadca",Oščadnica,Oščadnica
JuWsjVyvGYF,"MGM reality",Žilina,"okres Žilina",Žilina,Budatín
Ju2Af8_9s5q,"StorkReal s. r. o.","Rajecká Lesná","okres Žilina","Rajecké Teplice","Rajecké Teplice"
JuXODWR0O8-,"RE/MAX Slovakia",Bratislava,"okres Liptovský Mikuláš","Malé Borové","Malé Borové"
JuZIWdD4tzb,"Wealth Group, s.r.o.","Nová Dedinka","okres Martin",Valča,Valča
JuOZyO98HPQT,NULL,NULL,"okres Martin",Sučany,Sučany
JuPaAE99_20,"RECLOUD Reality a.s.",Bratislava,"okres Ružomberok",Ružomberok,Gejdák
JuRjiZLlPKY,"Realitné kancelárie SR",Bratislava,"okres Žilina",Hôrky,Hôrky
JueEpOsUCTO,"Reality ASTORIA, s.r.o.",Martin,"okres Martin",Nolčovo,Nolčovo
JugQaDVNZYB,"HOLESTIAK.sk reality s.r.o.",Čadca,"okres Čadca",Oščadnica,Oščadnica
Ju6B6hGeR8q,"StorkReal s. r. o.","Rajecká Lesná","okres Žilina",Rajec,Rajec
JuLCVpKj44A,"BALAŽI REAL ESTATE s.r.o.",Topoľčany,"okres Turčianske Teplice",Čremošné,Čremošné
JuKaa51rOO4,"RES GROUP, s.r.o.",Žilina,"okres Žilina",Turie,Turie
JuEn5otkiFX,"ALT REAL, s.r.o.",Martin,"okres Martin",Martin,Stráne
JuzvCto22Um,"HOLESTIAK.sk reality s.r.o.",Čadca,"okres Kysucké Nové Mesto","Kysucké Nové Mesto",Suľkov
JuTP76BJSu5,"B10 Slovensko, a. s.",Žilina,"okres Tvrdošín",Vitanová,Vitanová
Juc0qnwekhj,"R2 SK, s.r.o.",Žilina,"okres Žilina",Žilina,Strážov
JuaiG-4_MyI,"DreamReality s.r.o.",Žilina,"okres Žilina",Žilina,Brodno
JuZHoBEOwFW,"Safe reality s. r. o.",Žilina,"okres Bytča",Kolárovice,Kolárovice
JuPQ4qxicEp,"REALITY SPOLU",Bratislava,"okres Turčianske Teplice",Kaľamenová,Kaľamenová
Ju_z9MMC1dy,"Effecting s.r.o.",Bratislava,"okres Žilina",Žilina,Strážov
Juqdw7QyPcz,"RK SPIRIT s.r.o.","Liptovský Mikuláš","okres Liptovský Mikuláš",Važec,Važec
JuDgbTTsbUm,"Nestor Capital s.r.o.",Bratislava,"okres Čadca",Oščadnica,Oščadnica
JujrEA5_sFt,"BeMi realitná kancelária",Nitra,"okres Čadca",Čadca,Horelica
JuN1DWMcWPA,"Like Reality s.r.o.","Považská Bystrica","okres Martin",Martin,Priekopa
Ju6pyYBIZG6,"Ing. Jaroslav Minár JAVAS",Nitra,"okres Liptovský Mikuláš",Prosiek,Prosiek
JuFMkd6Ft4u,"Buby reality, s.r.o.",Žilina,"okres Martin",Martin,Tomčany
Juq8C9WZ_ld,"Vianema s.r.o.",Bratislava,"okres Martin",Martin,Stráne
JuBQnHxf835,"RESIDENCE realitná kancelária","Liptovský Mikuláš","okres Ružomberok",Ivachnová,Ivachnová
JuUGbhQf4wL,"Realitná kancelária RED, s.r.o.",Žilina,"okres Žilina","Rajecké Teplice",Poluvsie
Ju9v343jGsQ,"Romantické Chalupy, s.r.o.",Bratislava,"okres Liptovský Mikuláš","Svätý Kríž","Svätý Kríž"
JuLFmLF8PRr,"JKV REAL",Prievidza,"okres Bytča",Bytča,"Hliník nad Váhom"
JuvaiQpricT,"RS Mansory s.r.o.",Bratislava,"okres Žilina",Terchová,Terchová
JuBLiYfiieE,"Realitná kancelária RED, s.r.o.",Žilina,"okres Žilina",Turie,Turie
Ju6JqIt-z8V,"Realitná kancelária RED, s.r.o.",Žilina,"okres Žilina","Horný Hričov","Horný Hričov"
Jub69pejgUi,"Romantické Chalupy, s.r.o.",Bratislava,"okres Bytča","Veľké Rovné","Veľké Rovné"
Ju6USQNI4A_,"Realitná kancelária",Bratislava,"okres Martin","Turčiansky Peter","Turčiansky Peter"
Ju8oUNOWXin,"X-REAL, s. r. o.",Žilina,"okres Žilina",Svederník,Svederník
JuK4J7tWBLU,"ALT REAL, s.r.o.",Martin,"okres Martin","Košťany nad Turcom","Košťany nad Turcom"
Ju1OQAznjJC,"AstonReal s.r.o.","Banská Bystrica","okres Ružomberok",Likavka,Likavka
JuXGC09hAid,"RE/MAX Slovakia",Bratislava,"okres Tvrdošín",Nižná,Nižná
Ju7Rv9aLBbf,"RECLOUD Reality a.s.",Bratislava,"okres Liptovský Mikuláš",Vlachy,Vlachy
Jur2iE4GKyv,"ALT REAL, s.r.o.",Martin,"okres Martin",Sklabiňa,Sklabiňa
Ju5Ehcheq2v,"RIEŠIME BÝVANIE",Bratislava,"okres Žilina",Višňové,Višňové
JuhyQTsj1LU,"TARGETreal s. r. o.",Žilina,"okres Žilina",Hôrky,Hôrky
JuPp6sukGjm,"MGM reality",Žilina,"okres Žilina",Žilina,Bôrik
JuAINHKEpb9,"Ing. Gerlinda Bérešová - Esti",Žilina,"okres Žilina",Žilina,Trnové
JubBzZv3CZ4,"Realitné kancelárie SR",Bratislava,"okres Žilina","Lietavská Svinná-Babkov","Lietavská Svinná-Babkov"
Jubyz8KHpaA,donidDevelop,"Dolný Kubín","okres Liptovský Mikuláš",Lazisko,Lazisko
JuWu8X5e0jn,"Direct Real, spol. s r.o.",Bratislava,"okres Liptovský Mikuláš","Liptovský Mikuláš",Stošice
Ju5paSEB6Nv,"RS Mansory s.r.o.",Bratislava,"okres Žilina",Terchová,Terchová
JuaCQD06zTh,"ROSA reality","Kysucké Nové Mesto","okres Kysucké Nové Mesto","Horný Vadičov","Horný Vadičov"
JuKYxcrrEwh,NULL,NULL,"okres Námestovo",Zákamenné,Zákamenné
JuJYKVSAq2k,NULL,NULL,"okres Bytča",Súľov-Hradná,Súľov-Hradná
JusCOC7JYu5,"NajBývanie, s.r.o.",Ružomberok,"okres Ružomberok",Štiavnička,Štiavnička
Juv5TkPsj9T,"Reality Center, s.r.o.",Martin,"okres Turčianske Teplice","Turčianske Teplice","Turčiansky Michal"
JuRufzqYfTo,"Real Estate Group4U","Považská Bystrica","okres Žilina",Žilina,Budatín
JuB6HhfZSPN,"WFG reality, s.r.o.",Žilina,"okres Žilina",Žilina,Budatín
JuNR7iOAWOb,"AstonReal s.r.o.","Banská Bystrica","okres Liptovský Mikuláš","Liptovské Kľačany","Liptovské Kľačany"
JuNztztwtJj,"ROMDOM, s. r. o",Žilina,"okres Žilina",Žilina,Bôrik
JudgSom7ejT,"Safe reality s. r. o.",Žilina,"okres Čadca",Staškov,Staškov
Ju98hXHMfyH,"JPE. Reality - Jozef Pajer",Čadca,"okres Čadca",Olešná,Olešná
JuEJOqphXdZ,"ETHOS reality, s. r. o.","Krásno nad Kysucou","okres Čadca",Raková,Raková
Jul095-F2H-,"ALT REAL, s.r.o.",Martin,"okres Martin",Sklabiňa,Sklabiňa
JuPGYcuAlfl,NULL,NULL,"okres Liptovský Mikuláš","Liptovská Anna","Liptovská Anna"
JuLNhT-3oNA,"ADH-REAL s.r.o. Hirjaková Adriana",Ovčiarsko,"okres Bytča",Maršová-Rašov,Maršová-Rašov
Jus3WMnENIj,"WFG reality, s.r.o.",Žilina,"okres Žilina",Zbyňov,Zbyňov
JuWnFD5OAUU,"RE/MAX Slovakia",Bratislava,"okres Námestovo","Oravská Jasenica","Oravská Jasenica"
Ju-0W9ug2Ol,"SLNOVRAT, s.r.o.",Olešná,"okres Čadca",Turzovka,Predmier
JuizzObcJTE,"Apollo House",Bratislava,"okres Ružomberok","Liptovské Sliače","Liptovské Sliače"
JugrI7ZBfpT,"1. Reality Rent, s.r.o.",Žilina,"okres Žilina",Krasňany,Krasňany
JuiwS-gpQB1,"B10 Slovensko, a. s.",Žilina,"okres Martin",Laskár,Laskár
JujdYIr-c-p,NULL,NULL,"okres Liptovský Mikuláš","Liptovské Beharovce","Liptovské Beharovce"
JusoxTNDyJI,NULL,NULL,"okres Námestovo",Námestovo,Brehy
Ju7_LrB_NNB,"BeMi realitná kancelária",Nitra,"okres Žilina",Žilina,Trnové
JufLDox5EGX,"GAMA Reality, s.r.o.",Bytča,"okres Bytča",Hvozdnica,Hvozdnica
Jux6EDO87ml,"HOLESTIAK.sk reality s.r.o.",Čadca,"okres Kysucké Nové Mesto","Kysucké Nové Mesto",Suľkov
Judk1z1b1Nd,"RECLOUD Reality a.s.",Bratislava,"okres Martin",Blatnica,Blatnica
JuUiQvR03zd,"Stanislav Motyčík - MK",Žilina,"okres Žilina",Hôrky,Hôrky
JuYxVfR__Nx,"HOLESTIAK.sk reality s.r.o.",Čadca,"okres Čadca",Oščadnica,Oščadnica
JuxusjEdK8z,"LAWIS s.r.o.",Žilina,"okres Martin",Sučany,Sučany
Juisb1V01uC,"RS Mansory s.r.o.",Bratislava,"okres Žilina",Ovčiarsko,Ovčiarsko
Jur-h57QXWc,"Georgi Conev",Žilina,"okres Žilina",Žilina,Budatín
Ju9rSU4gBpn,"DRR INVEST, s. r. o.","Horný Hričov","okres Žilina",Ovčiarsko,Ovčiarsko
JuGKRtmsaxJ,"1. Reality Rent, s.r.o.",Žilina,"okres Čadca",Oščadnica,Oščadnica
Jurn7Tjk47J,"Real Estate Group4U","Považská Bystrica","okres Žilina",Bitarová,Bitarová
JuFdP62I-_O,NULL,NULL,"okres Liptovský Mikuláš",Prosiek,Prosiek
JugjLuDjRtG,"R2 SK, s.r.o.",Žilina,"okres Žilina",Varín,Varín
Ju9yYyvLM4S,"AstonReal s.r.o.","Banská Bystrica","okres Liptovský Mikuláš","Pavčina Lehota","Pavčina Lehota"
JuEOlFJy7eI,"Realitná kancelária",Bratislava,"okres Liptovský Mikuláš","Svätý Kríž","Svätý Kríž"
Ju_3Vu8GkBj,"YNI reality",Žilina,"okres Žilina",Žilina,Brodno
JuCdo9RybP_,"BeMi realitná kancelária",Nitra,"okres Čadca",Svrčinovec,Svrčinovec
JuQqb1Uylo_,"BALAŽI REAL ESTATE s.r.o.",Topoľčany,"okres Turčianske Teplice","Horná Štubňa","Horná Štubňa"
Juo4-ERrO5Y,"BALAŽI REAL ESTATE s.r.o.",Topoľčany,"okres Martin",Turany,Turany
JuqKis-FMaT,NULL,NULL,"okres Žilina",Svederník,Svederník
Ju11TbSO8Lx,"MGM reality",Žilina,"okres Martin",Valča,Valča
Jumx1pcB1EA,"Realitka pre každého",Žilina,"okres Žilina","Dolná Tižina","Dolná Tižina"
Ju_om9GbVZa,"ROMDOM, s. r. o",Žilina,"okres Martin",Martin,Priekopa
JuDFkgbrvLz,"RK Dalmia s. r. o.","Dolný Kubín","okres Dolný Kubín",Veličná,Veličná
JuWNBUmtL8H,"Realitka pre každého",Žilina,"okres Čadca",Čadca,Podzávoz
JuI3WIo1gnr,Envire,Bratislava,"okres Kysucké Nové Mesto",Povina,Povina
JuHPdbSyfw3,"XEMAR realitná spoločnosť s.r.o.","Banská Bystrica","okres Turčianske Teplice",Turček,Turček
JummK5hE8Lr,"DRR INVEST, s. r. o.","Horný Hričov","okres Žilina",Žilina,"Žilinská Lehota"
Jue_IKSyNYA,"JPE. Reality - Jozef Pajer",Čadca,"okres Čadca",Raková,Raková
Jufp6SmYJxs,"LIF REAL",Martin,"okres Martin",Vrútky,"Karvaša a Bláhovca"
JuKcCOH5Bgu,"Realitné kancelárie SR",Bratislava,"okres Žilina",Ovčiarsko,Ovčiarsko
JuQXoAMiC5M,NULL,NULL,"okres Žilina",Kunerad,Kunerad
JujYYo9Qtpi,"TOCA, s.r.o. Realitná činnosť",Bytča,"okres Bytča","Hlboké nad Váhom","Hlboké nad Váhom"
JuY_o0Hq1ua,"Reality IQ, s.r.o.",Žilina,"okres Kysucké Nové Mesto",Snežnica,Snežnica
Ju9DTwAgiHG,"RE/MAX Slovakia",Bratislava,"okres Liptovský Mikuláš",Beňadiková,Beňadiková
JuARnh9cPNq,"Realitné kancelárie SR",Bratislava,"okres Liptovský Mikuláš",Jamník,Jamník
Ju_Khlvp1_L,"NFA Group, s.r.o.","Žiar nad Hronom","okres Liptovský Mikuláš",Podtureň,Podtureň
JuwYiWFslPL,"JMB REALITY s.r.o.",Ľubietová,"okres Martin",Trnovo,Trnovo
Ju6_q9iLcH2,"DreamReality s.r.o.",Žilina,"okres Kysucké Nové Mesto",Povina,Povina
JuVeKcRGSvF,"BALAŽI REAL ESTATE s.r.o.",Topoľčany,"okres Martin",Turany,Turany
JuUUj1AEgQf,"RK Dalmia s. r. o.","Dolný Kubín","okres Dolný Kubín",Malatiná,Malatiná
JuAewW0gIjM,"RS Mansory s.r.o.",Bratislava,"okres Žilina",Ovčiarsko,Ovčiarsko
JutgQ5gFNVe,"1. Reality Rent, s.r.o.",Žilina,"okres Kysucké Nové Mesto","Kysucké Nové Mesto",Suľkov
Ju2DkJ0tL0r,"RK SPIRIT s.r.o.","Liptovský Mikuláš","okres Liptovský Mikuláš",Kvačany,Kvačany
JusNOhzmA1cV,"BeMi realitná kancelária",Nitra,"okres Žilina","Dlhé Pole","Dlhé Pole"
Julm5UqUwbF,"RADO Reality",Trenčín,"okres Martin",Vrícko,Vrícko
JuoWIuSbW9f,"BALAŽI REAL ESTATE s.r.o.",Topoľčany,"okres Martin",Turany,Turany
Ju3DHGm3SX3,"Real Estate Group4U","Považská Bystrica","okres Žilina",Žilina,"Žilinská Lehota"
JujU-NvkZd5,"BALAŽI REAL ESTATE s.r.o.",Topoľčany,"okres Žilina","Lietavská Svinná-Babkov","Lietavská Svinná-Babkov"
JuuLvwvMnqi,"RK Dalmia s. r. o.","Dolný Kubín","okres Dolný Kubín",Veličná,Veličná
Ju7-tv2yvGe,"Romantické Chalupy, s.r.o.",Bratislava,"okres Bytča",Štiavnik,Štiavnik
Ju2XjdxAKiA,"RE/MAX Slovakia",Bratislava,"okres Dolný Kubín","Dlhá nad Oravou","Dlhá nad Oravou"
JuMA67ZT6Dj,"Realitné kancelárie SR",Bratislava,"okres Žilina",Svederník,Svederník
Ju5G02PfLPf,"ALT REAL, s.r.o.",Martin,"okres Martin","Turčianske Jaseno","Turčianske Jaseno"
Jurrvwf7__Y,"Reality AK, spol. s r.o.",Martin,"okres Martin","Turčianske Kľačany","Turčianske Kľačany"
JuxqyTwKPA7,"MGM reality",Žilina,"okres Čadca",Oščadnica,Oščadnica
Ju3pFJiSu2s,"RK Dalmia s. r. o.","Dolný Kubín","okres Dolný Kubín",Zázrivá,Zázrivá
JupsaGq4wbB,"MartinTham s. r. o.",Bratislava,"okres Martin",Turany,Turany
JusMGCS4uqf,"Ing. Gerlinda Bérešová - Esti",Žilina,"okres Žilina",Stránske,Stránske
JuCWsWXxn1N,"Delta Property s.r.o.",Poprad,"okres Liptovský Mikuláš",Jamník,Jamník
Jus70LjxyN8,"BeMi realitná kancelária",Nitra,"okres Čadca",Skalité,Skalité
JuWllUMOah9,"DRR INVEST, s. r. o.","Horný Hričov","okres Žilina",Žilina,Budatín
JuZjAAYPCXKg,"OREA, s.r.o.","Dolný Kubín","okres Dolný Kubín","Horná Lehota","Horná Lehota"
JulXTVjCmG0,"Reality AK, spol. s r.o.",Martin,"okres Turčianske Teplice",Jazernica,Jazernica
JuRVHpRHSGQ,"Like Reality s.r.o.","Považská Bystrica","okres Martin","Dolný Kalník","Dolný Kalník"
JumCABBKmrv,"Buby reality, s.r.o.",Žilina,"okres Žilina",Žilina,Hájik
JuyrQlq623r,"Realitné kancelárie SR",Bratislava,"okres Žilina",Rosina,Rosina
JuHPJ-p52W2,"OVERENÉ REALITY","Banská Bystrica","okres Ružomberok","Liptovský Michal","Liptovský Michal"
Ju7mSPUl1TY3,"RE/MAX Slovakia",Bratislava,"okres Námestovo","Oravská Jasenica","Oravská Jasenica"
Juarq9_UTUn,"TUreality s.r.o.",Žilina,"okres Námestovo",Ťapešovo,Ťapešovo
Jud1n40d-dn,"B10 Slovensko, a. s.",Žilina,"okres Žilina",Krasňany,Krasňany
Ju2_HPkQ8s2,"RE/MAX Slovakia",Bratislava,"okres Dolný Kubín",Párnica,Párnica
JuXDdV7DuGH,"bezmaklérov, s.r.o.",Žilina,"okres Dolný Kubín",Veličná,Veličná
JuXGG7E_fDg,"AstonReal s.r.o.","Banská Bystrica","okres Ružomberok","Liptovská Štiavnica","Liptovská Štiavnica"
Ju9QSsEf9gw,"GRAVITAS a. s.",Bratislava,"okres Dolný Kubín",Párnica,Párnica
JuWNTIbPUJS,"Reality Alpia",Martin,"okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto"
Jue_9ALQet2b,"B10 Slovensko, a. s.",Žilina,"okres Martin","Turčianske Kľačany","Turčianske Kľačany"
Jut36Rci3LJ,"MGM reality",Žilina,"okres Žilina",Žilina,Strážov
JumDim2HAtJ,"X-REAL, s. r. o.",Žilina,"okres Žilina",Žilina,Budatín
JuhJeiPLlID,"WFG reality, s.r.o.",Žilina,"okres Žilina",Žilina,Trnové
JuWSeZfgL-Y,"SCHNEIDER Real",Bratislava,"okres Liptovský Mikuláš",Vavrišovo,Vavrišovo
Jub-7EwQ_Rho,"AstonReal s.r.o.","Banská Bystrica","okres Ružomberok",Ružomberok,Černová
Ju5nXGRiNlM,"BALAŽI REAL ESTATE s.r.o.",Topoľčany,"okres Martin",Ratkovo,Ratkovo
Ju_bN-ewyhS,"AnReal s. r. o.",Mojš,"okres Žilina",Kunerad,Kunerad
JujRK5xYV79,"RK Dalmia s. r. o.","Dolný Kubín","okres Dolný Kubín","Vyšný Kubín","Vyšný Kubín"
JueuBN1Nu8x,"XEMAR realitná spoločnosť s.r.o.","Banská Bystrica","okres Ružomberok","Liptovská Osada","Liptovská Osada"
JudQL3RTdOS,"Realitné kancelárie SR",Bratislava,"okres Žilina",Turie,Turie
JuhckkiisBJp,"BeMi realitná kancelária",Nitra,"okres Čadca",Čierne,Čierne
Ju9e7LtrfAt,"DOBRÉ REALITY s.r.o.",Prievidza,"okres Žilina",Lysica,Lysica
Ju0yTvWbSXD,"BALAŽI REAL ESTATE s.r.o.",Topoľčany,"okres Žilina",Žilina,Bytčica
JuhEf6udQZD,"RES GROUP, s.r.o.",Žilina,"okres Dolný Kubín","Vyšný Kubín","Vyšný Kubín"
JuaHyO1MbDH,"BeMi realitná kancelária",Nitra,"okres Čadca",Svrčinovec,Svrčinovec
Ju6g_Z5mX7e,"RE/MAX Slovakia",Bratislava,"okres Martin",Martin,Stráne
JuLljn1aubH,"Buby reality, s.r.o.",Žilina,"okres Martin",Slovany,Slovany
JuU1wLvylPv,"Realitné kancelárie SR",Bratislava,"okres Kysucké Nové Mesto",Snežnica,Snežnica
JunDvn09Q9U,"AnReal s. r. o.",Mojš,"okres Čadca",Čierne,Čierne
JuDeXKjjRHY,"Realitné kancelárie SR",Bratislava,"okres Bytča",Bytča,"Bytča - sever"
JuDIbuwkSMQ,"Hulka REAL Plus s.r.o.",Bratislava,"okres Ružomberok",Ružomberok,Hrabovo
JuuPfKXcC_S,"SLNOVRAT, s.r.o.",Olešná,"okres Čadca",Čadca,Horelica
JulD1JVCqAd,"RECLOUD Reality a.s.",Bratislava,"okres Martin",Sučany,Sučany
JuQ2QYedCFa,"Reality Now",Bratislava,"okres Žilina",Ovčiarsko,Ovčiarsko
JuMiM4qhAck,"RES GROUP, s.r.o.",Žilina,"okres Žilina",Turie,Turie
JuJrQI4ug9X,"RK Dalmia s. r. o.","Dolný Kubín","okres Dolný Kubín","Dolný Kubín","Malý Bysterec"
JuriEZGWaqe,"OVERENÉ REALITY","Banská Bystrica","okres Dolný Kubín",Malatiná,Malatiná
JudrqxfcGTR,"Nové bývanie",Nitra,"okres Liptovský Mikuláš",Vlachy,Vlachy
JuJ6HTdPmEs,"TUreality s.r.o.",Žilina,"okres Liptovský Mikuláš",Ižipovce,Ižipovce
Ju_QlVk-YXH,"RS Mansory s.r.o.",Bratislava,"okres Žilina",Mojš,Mojš
JuVff9I-9I0,"Reality D.P.A.",Martin,"okres Martin",Valča,Valča
JuLjH4Ztr0P,"BeMi realitná kancelária",Nitra,"okres Tvrdošín",Liesek,Liesek
JuBnZj34L44,"DRR INVEST, s. r. o.","Horný Hričov","okres Bytča","Hlboké nad Váhom","Hlboké nad Váhom"
JuYMxTrMThn,"BeMi realitná kancelária",Nitra,"okres Čadca",Skalité,Skalité
Juo26F3NF2G,"Reality Alpia",Martin,"okres Ružomberok",Likavka,Likavka
Juc0JQaKZWu,"BeMi realitná kancelária",Nitra,"okres Liptovský Mikuláš",Vlachy,Vlachy
JuH2DC2P8Ud,"OREA, s.r.o.","Dolný Kubín","okres Dolný Kubín",Párnica,Párnica
JuVQ4EF1fqG,NULL,NULL,"okres Liptovský Mikuláš","Liptovský Mikuláš","Liptovská Ondrašová"
Ju3Lr4SqXpm,"Reality AK, spol. s r.o.",Martin,"okres Martin",Martin,Stráne
JumOEZa9NyW,"Direct Real, spol. s r.o.",Bratislava,"okres Liptovský Mikuláš",Prosiek,Prosiek
JuoKzORdNaI,NULL,NULL,"okres Liptovský Mikuláš",Jamník,Jamník
JuaXdatuUjs,NULL,NULL,"okres Kysucké Nové Mesto","Dolný Vadičov","Dolný Vadičov"
JudOJ7xWOxA,"Reality Alpia",Martin,"okres Turčianske Teplice","Turčianske Teplice","Turčiansky Michal"
Ju2UzK1gp3R,"1. Reality Rent, s.r.o.",Žilina,"okres Čadca",Oščadnica,Oščadnica
JunD1SrFXPT,"BeMi realitná kancelária",Nitra,"okres Čadca",Skalité,Skalité
JuJTvvQyvPv,"TRI LIPY, s. r. o.",Čadca,"okres Čadca",Makov,Makov
JuUi2C1CE8-,"SLNOVRAT, s.r.o.",Olešná,"okres Čadca",Turzovka,Predmier
Jua5wAoApR5,"DreamReality s.r.o.",Žilina,"okres Kysucké Nové Mesto",Rudina,Rudina
Ju1rBpBDljg,"MAX PROFI REALITY",Martin,"okres Martin",Žabokreky,Žabokreky
JuTZg0TY8JC,"OVERENÉ REALITY","Banská Bystrica","okres Martin",Belá-Dulice,Belá-Dulice
JuzydWNY1w-,"1. Reality Rent, s.r.o.",Žilina,"okres Čadca",Olešná,Olešná
Jup4_5dTntt,"Reality AK, spol. s r.o.",Martin,"okres Martin",Daňová,Daňová
JucXhJ-7RIW,"RE/MAX Slovakia",Bratislava,"okres Liptovský Mikuláš",Bobrovník,Bobrovník
JuPITfSI3H0,"SLNOVRAT, s.r.o.",Olešná,"okres Čadca",Staškov,Staškov
JuKVQligYhM,"RS Mansory s.r.o.",Bratislava,"okres Žilina",Bitarová,Bitarová
Ju_nFFJjAlC,"R2 SK, s.r.o.",Žilina,"okres Žilina",Ovčiarsko,Ovčiarsko
Juz77F3qzjt,"DreamReality s.r.o.",Žilina,"okres Kysucké Nové Mesto",Rudina,Rudina
JuGN-E0XFUo,"RE/MAX Slovakia",Bratislava,"okres Martin",Martin,Priekopa
JuNKPbY78gy,"AnoReal, s.r.o.",Stráňavy,"okres Žilina",Terchová,Terchová
Ju8tqbpzEho,"TUreality s.r.o.",Žilina,"okres Bytča",Štiavnik,Štiavnik
JuWy3Av11B2,"BeMi realitná kancelária",Nitra,"okres Liptovský Mikuláš",Vlachy,Vlachy
JuWpZopSoYC,"TARGETreal s. r. o.",Žilina,"okres Žilina",Ovčiarsko,Ovčiarsko
JuI9ai4mRCA,"MAX PROFI REALITY",Martin,"okres Martin",Martin,Tomčany
JuG7n8qbXvU,"WFG reality, s.r.o.",Žilina,"okres Žilina",Žilina,Trnové
JulK1E26g9e,"HOLESTIAK.sk reality s.r.o.",Čadca,"okres Čadca",Klokočov,Klokočov
JunWOzEcRHK,"1. Reality Rent, s.r.o.",Žilina,"okres Čadca",Makov,Makov
Ju9bTv_8--p,"ZAJO Reality, s.r.o.",Trenčín,"okres Námestovo","Oravská Lesná","Oravská Lesná"
JuEl39vdmi7,"Gro & Partners",Žilina,"okres Žilina","Kotrčiná Lúčka","Kotrčiná Lúčka"
Ju9T9motLi6,"Mamud Reality s. r. o.",Žilina,"okres Žilina",Divina,Divina
Ju9IFe2gRus,"BeMi realitná kancelária",Nitra,"okres Turčianske Teplice",Sklené,Sklené
JulC2goTuDK,"WFG reality, s.r.o.",Žilina,"okres Žilina",Žilina,Vlčince
JufmowlUURT,"HOLESTIAK.sk reality s.r.o.",Čadca,"okres Čadca",Skalité,Skalité
JujO5TgvXtG,NULL,NULL,"okres Dolný Kubín",Párnica,Párnica
Juidgw39ied,"TUreality s.r.o.",Žilina,"okres Liptovský Mikuláš",Podtureň,Podtureň
JueE0RaoId9,"NFA Group, s.r.o.","Žiar nad Hronom","okres Liptovský Mikuláš","Liptovská Sielnica","Liptovská Sielnica"
JuOd8JFAh_B,"Piata Avenue",Žilina,"okres Žilina",Žilina,Trnové
Ju8z5R1jfB3,"TUreality s.r.o.",Žilina,"okres Liptovský Mikuláš","Svätý Kríž","Svätý Kríž"
Juu2KYnLJH8,"TOCA, s.r.o. Realitná činnosť",Bytča,"okres Bytča",Bytča,"Hliník nad Váhom"
Jug6QXb2mr0,"bezmaklérov, s.r.o.",Žilina,"okres Ružomberok","Liptovská Štiavnica","Liptovská Štiavnica"
JuUooEhgJl4,"TRI LIPY, s. r. o.",Čadca,"okres Čadca",Raková,Raková
Ju4d7oCmzgt,"SLNOVRAT, s.r.o.",Olešná,"okres Čadca",Raková,Raková
JuHSEHdVoIU,"Reality MT s.r.o.",Martin,"okres Turčianske Teplice","Turčianske Teplice",Diviaky
JurXAjyEx4Y,"Reality Center, s.r.o.",Martin,"okres Martin",Necpaly,Necpaly
Jubn_BmVZq4,"TUreality s.r.o.",Žilina,"okres Ružomberok","Liptovské Sliače","Liptovské Sliače"
JuAYbMU687z,"bezmaklérov, s.r.o.",Žilina,"okres Liptovský Mikuláš","Liptovský Ján","Liptovský Ján"
Ju5AeA4FaTa,"Mamud Reality s. r. o.",Žilina,"okres Žilina",Bitarová,Bitarová
Ju6BOs5U974,"WFG reality, s.r.o.",Žilina,"okres Žilina","Kotrčiná Lúčka","Kotrčiná Lúčka"
JuLOTbilQnB,"B10 Slovensko, a. s.",Žilina,"okres Martin",Rakovo,Rakovo
JuQixUnoW4u,"Realitné kancelárie SR",Bratislava,"okres Žilina",Višňové,Višňové
JuIlHogl4wQ,"SLNOVRAT, s.r.o.",Olešná,"okres Čadca",Turzovka,Predmier
Ju2i2SZUYUh,"Reality D.P.A.",Martin,"okres Martin",Trebostovo,Trebostovo
JuuE0IH089Q,"BALAŽI REAL ESTATE s.r.o.",Topoľčany,"okres Martin",Ratkovo,Ratkovo
JuP4Qge949G,"AP REAL, s.r.o.",Bratislava,"okres Čadca",Makov,Makov
JuCxQUnpNN5,NULL,NULL,"okres Turčianske Teplice","Turčianske Teplice",Diviaky
JuOoDP05xJ-,"RE/MAX Slovakia",Bratislava,"okres Liptovský Mikuláš","Liptovské Matiašovce","Liptovské Matiašovce"
JujWzeAd4Mq,"Piata Avenue",Žilina,"okres Martin",Karlová,Karlová
